geneid	Anp_day3_rep1	Anp_day7_rep1	Anp_day14_rep1	Anp_day3_rep2	Anp_day7_rep2	Anp_day14_rep2	Anp_day3_rep3	Anp_day7_rep3	Anp_day14_rep3	AMn_day3_rep1	AMn_day7_rep1	AMn_day14_rep1	AMn_day3_rep2	AMn_day7_rep2	AMn_day14_rep2	AMn_day3_rep3	AMn_day7_rep3	AMn_day14_rep3	AMp_day3_rep1	AMp_day7_rep1	AMp_day14_rep1	AMp_day3_rep2	AMp_day7_rep2	AMp_day14_rep2	AMp_day3_rep3	AMp_day7_rep3	AMp_day14_rep3	AMnp_day3_rep1	AMnp_day7_rep1	AMnp_day14_rep1	AMnp_day3_rep2	AMnp_day7_rep2	AMnp_day14_rep2	AMnp_day3_rep3	AMnp_day7_rep3	AMnp_day14_rep3
C14orf132	2603.3168815534973	1661.0910835791085	1467.7404684900005	2599.3127784290155	1625.2112072673203	1500.6795361509792	2622.7911924417676	1666.8795737979538	1518.356313886916	2573.9064739790465	1961.1701549540157	1901.5113308585205	2621.6484380263587	2105.202160551277	1909.404389733203	2598.890070735328	2055.441685881018	1869.15174911954	3890.3240484467765	3462.1966274728347	3441.3698226943416	3908.340775147303	3519.3049681666844	3580.3024831289395	3935.394398929524	3475.268502484699	3589.060958716967	3143.510499260403	1950.9870598587256	1542.4491233073231	3013.2202532508295	1990.5122267960758	1572.990000687465	3252.3833011887773	1890.4534978074325	1570.3794016772028
MUC19	10.909635353373345	13.437726379594174	15.077763371419005	10.98095443883267	12.516685261714258	16.245590149556584	10.054418977168815	11.668532078192126	13.51076035561736	80.91182132482088	337.85348984481556	208.95068405162533	68.89502999626421	286.5526423974811	168.16770528672632	66.56473757367075	317.9170894381997	182.2951952760623	13.02808224384774	24.384519237488508	50.51844376420666	10.51903032099071	24.45063846910244	49.173155625716646	10.062041832900267	25.565441581431887	46.499469886883915	12.999840042132142	17.77891842575641	22.333093204201514	12.164772091583721	19.901067137844667	22.79404884259101	12.40970405689751	20.57483432734034	21.55770602054342
MAP1B	14656.613600500255	25321.411117207845	29469.143714715003	14883.237054244666	25627.118253490982	28896.996214199025	14833.711800557512	24306.453873771086	29611.61858158572	19596.92113040374	24087.93649591228	29120.212633293162	19384.60844209883	23121.33879305241	28994.12500152046	19030.92310137944	23824.789465716924	28181.166729151657	9984.21348828528	13568.865795689842	16446.465863045116	10507.481758094757	13276.770283977585	16665.089630562725	10055.21035598653	13276.262618234772	16763.94938083343	17201.65874938993	23544.490615755643	32762.553560590604	16330.598856962308	22869.834462457937	32809.04971430292	16937.24104061267	24205.248932889528	32597.760124105138
PLXNB2	3601.0027910224635	3404.6977486930346	4360.859058779156	3754.3606382408566	3332.893394316792	4271.98796925555	3690.227007464822	3552.1981315127364	4438.431141534957	6951.775272958111	6340.673434335192	5852.5693831349745	6802.433205646396	6389.4727638189415	5612.928961635001	6916.9701892210305	5952.608568573655	5701.310560922556	2821.9728530478205	2427.954120786833	2832.931164953367	2973.1675425175677	2438.157664447012	2791.297066887443	2851.2904329638327	2361.7586346846037	2744.1570467598513	2885.2063640627475	2531.7468408764034	3115.9249634159946	2850.39403774935	2728.996549366869	3100.2820443484143	2991.2498272606995	2683.3447485355227	3270.6774658869385
RRM2B	179.4106725325877	179.1428539967871	182.89959580953536	194.09245647969382	136.28951980354142	194.6261377495844	200.17523607756678	144.6861691949998	190.82328762202636	1170.4942261669075	1273.537476982469	871.3230243278159	1247.368178443189	1344.873093874193	962.9778704354508	1165.997028806896	1365.4600504432528	864.1432423110906	181.37234025940143	158.21577988588297	189.2415493174192	172.20694697269153	145.0652978186184	180.40317250064635	187.19028228824243	170.96495692373588	186.50539992043903	207.4725012446264	166.96047926028837	176.36270449801512	191.91075815713359	160.31922910736736	172.57152404545897	178.659533073022	159.70479961726696	159.61283465181597
DHRS2	101.9135383649768	266.5907113844035	154.6783449020476	99.00829478114623	253.80680479959895	151.3113563939301	87.71260883137786	263.78482112227783	149.07668655408085	350.52672635334244	2752.0503032698143	1533.662421671938	318.7233518485013	2581.679308981382	1540.8194108179828	347.5891334204889	2531.8209147052935	1495.570107967913	73.05742848493882	357.0234087927565	498.9116827881374	65.3107180514336	383.5406413915103	532.0324105603111	72.18041845027291	385.15057730642997	496.4230297527771	112.08341518601834	422.76535669097433	447.2623334569346	99.04957914848997	486.43943857835893	442.94144127852036	86.13477267795724	469.5644571386502	432.0434531222163
EDA2R	163.64707404467435	132.16514616628336	145.4829261671814	161.28523297548605	128.33668553133546	146.13093564290662	163.23927037373528	149.310831753135	150.7116157069221	673.7638704327616	700.5360339443663	644.1991269651301	669.2858320660274	669.6927317060535	648.6599096925531	640.460909382601	663.3230251298304	601.3441827382155	137.70405943910256	103.93739302695332	147.95139958741385	132.19726530101005	113.62067684804343	143.785351182915	135.2207025857683	91.36331631353089	149.69551192138266	120.64919564565919	130.707444038591	109.97014908103178	106.16807292927166	119.89130035946913	104.32110148422333	125.02641417755784	115.79182037499966	122.88940656137066
TNFRSF10D	151.10571052263074	270.66378254201766	361.255020655518	148.13576352257786	259.5600692792891	351.21033718557777	161.31011319752383	240.41299928440094	359.82982807696277	1494.6319896957593	1415.5423305861316	940.2014208652937	1492.9480058902318	1387.2138414540764	1001.1552814529491	1543.952100522426	1376.2767860240072	947.5295535587687	202.90070028041742	168.6754505402696	229.35103381483978	230.6587358004471	202.66918698493998	230.04042526048065	199.77953283284242	210.4689430256416	227.63364779969064	287.7906591406675	242.70487422404182	293.7740811548253	252.83111336131452	197.14770296745147	305.9012286679356	254.94775632022709	223.36734687542486	295.6639032988291
MAP4K4	4554.474655903359	4333.719526568514	4351.021779495592	4495.356985322492	4363.89456370049	4402.5132599556655	4484.566653415719	4396.554407553802	4494.5115728513665	6143.531536192961	5557.493580390854	5529.279463510056	5791.330185144014	5592.5193211619735	5451.087621788027	5878.785658085171	5421.362099429707	5533.39286045356	3745.586465662061	3311.0023788612034	3325.140837126128	3728.9873673093143	3307.850177219862	3394.817645777579	3824.1939799776555	3245.979262645572	3454.8133145104403	4708.424033043083	3928.525622206273	3821.2905199629695	4687.585506156409	4022.2165014822795	3825.5067472560904	4589.8812506901	3961.539769072124	3824.8166406779496
MMP1	531.836553941133	567.6488886732212	1585.688377902082	508.9674085259291	575.6796867306175	1458.4954925060904	507.18485989950057	567.2600655594207	1492.3019516462005	381.966705040651	201.370408719489	485.56245058858093	363.98330547114494	225.7883012978377	471.7547021084859	347.1914082022124	242.62661112466725	473.8925916680877	171.71374350967238	99.87898961055669	161.15517281986467	182.3977397838356	100.41495119471261	149.67617912716864	196.55232030009242	111.53029347109066	156.42427027797996	398.6639842125435	185.67775867332332	819.4767664768149	347.0637267728696	197.6693731694544	847.157383624138	396.29867756022793	194.0896382703101	828.9631159647566
