"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0032989","cellular component morphogenesis","22/118","744/18723",1.28382820779474e-09,1.21858823664207e-06,1.0172562671099e-06,"4133/11214/6860/4744/3670/6857/56896/8609/7804/287/66008/4884/57556/5015/2115/50944/4131/816/3730/10152/23022/23242",22
"GO:0099536","synaptic signaling","22/118","748/18723",1.41796908198427e-09,1.21858823664207e-06,1.0172562671099e-06,"6860/9783/6857/26045/7804/55638/2899/1143/6854/3084/4884/50944/4131/64084/5865/2982/816/1821/57497/4355/777/8573",22
"GO:0048812","neuron projection morphogenesis","20/118","615/18723",1.58946291735922e-09,1.21858823664207e-06,1.0172562671099e-06,"4133/6860/4744/3670/6857/56896/8609/7804/66008/4884/57556/5015/2115/50944/4131/816/3730/10152/23022/23242",20
"GO:0120039","plasma membrane bounded cell projection morphogenesis","20/118","630/18723",2.40146786768582e-09,1.2307148773768e-06,1.02737937589716e-06,"4133/6860/4744/3670/6857/56896/8609/7804/66008/4884/57556/5015/2115/50944/4131/816/3730/10152/23022/23242",20
"GO:0048858","cell projection morphogenesis","20/118","634/18723",2.67546712473218e-09,1.2307148773768e-06,1.02737937589716e-06,"4133/6860/4744/3670/6857/56896/8609/7804/66008/4884/57556/5015/2115/50944/4131/816/3730/10152/23022/23242",20
"GO:0032990","cell part morphogenesis","20/118","652/18723",4.30715195311066e-09,1.51631573929742e-06,1.26579400845698e-06,"4133/6860/4744/3670/6857/56896/8609/7804/66008/4884/57556/5015/2115/50944/4131/816/3730/10152/23022/23242",20
"GO:0007267","cell-cell signaling","32/118","1641/18723",4.61487398916607e-09,1.51631573929742e-06,1.26579400845698e-06,"6860/9783/3670/6857/8609/26045/7804/287/55638/2899/1143/610/6854/3084/4884/50944/55636/4131/64084/5865/1958/2982/5122/816/1821/57497/154810/4355/777/8573/775/7091",32
"GO:0048667","cell morphogenesis involved in neuron differentiation","18/118","544/18723",8.74278530928963e-09,2.51355077642077e-06,2.09826847422951e-06,"4133/4744/3670/56896/8609/7804/66008/4884/57556/5015/2115/50944/4131/816/3730/10152/23022/23242",18
"GO:0050804","modulation of chemical synaptic transmission","16/118","439/18723",1.65886809171926e-08,3.93879536876188e-06,3.2880378730534e-06,"6860/9783/6857/26045/7804/55638/2899/1143/4884/50944/4131/64084/816/57497/4355/8573",16
"GO:0099177","regulation of trans-synaptic signaling","16/118","440/18723",1.71251972554864e-08,3.93879536876188e-06,3.2880378730534e-06,"6860/9783/6857/26045/7804/55638/2899/1143/4884/50944/4131/64084/816/57497/4355/8573",16
"GO:0007268","chemical synaptic transmission","20/118","716/18723",2.07226912700115e-08,3.97184916008554e-06,3.31563060320184e-06,"6860/9783/6857/26045/7804/55638/2899/1143/6854/4884/50944/4131/64084/5865/2982/816/57497/4355/777/8573",20
"GO:0098916","anterograde trans-synaptic signaling","20/118","716/18723",2.07226912700115e-08,3.97184916008554e-06,3.31563060320184e-06,"6860/9783/6857/26045/7804/55638/2899/1143/6854/4884/50944/4131/64084/5865/2982/816/57497/4355/777/8573",20
"GO:0099537","trans-synaptic signaling","20/118","724/18723",2.49119735434651e-08,4.40750301153614e-06,3.67930686180408e-06,"6860/9783/6857/26045/7804/55638/2899/1143/6854/4884/50944/4131/64084/5865/2982/816/57497/4355/777/8573",20
"GO:0030705","cytoskeleton-dependent intracellular transport","11/118","195/18723",4.27794006250721e-08,7.0280443884047e-06,5.86688922858132e-06,"4133/6860/4744/55638/22920/66008/7846/54874/26985/4131/283234",11
"GO:0000904","cell morphogenesis involved in differentiation","19/118","694/18723",6.69869478882964e-08,1.02713320095388e-05,8.57432932970194e-06,"4133/4744/3670/56896/8609/7804/66008/4884/57556/8516/5015/2115/50944/4131/816/3730/10152/23022/23242",19
"GO:0031175","neuron projection development","22/118","963/18723",1.32057184489623e-07,1.89832202703832e-05,1.58468621387547e-05,"4133/6860/4744/3670/6857/56896/8609/7804/66008/4884/57556/27242/5015/2115/50944/10565/4131/816/3730/10152/23022/23242",22
"GO:0000902","cell morphogenesis","22/118","988/18723",2.05490907795347e-07,2.78017110546646e-05,2.32083848804156e-05,"4133/6860/4744/3670/6857/56896/8609/7804/66008/3084/4884/57556/8516/5015/2115/50944/4131/816/3730/10152/23022/23242",22
"GO:0061564","axon development","15/118","467/18723",2.47759633623787e-07,3.16581754074839e-05,2.6427694253204e-05,"4133/4744/3670/56896/8609/66008/4884/57556/27242/5015/2115/4131/3730/23022/23242",15
"GO:0120036","plasma membrane bounded cell projection organization","27/118","1478/18723",3.71776074634587e-07,4.26100246869718e-05,3.55701075647765e-05,"4133/6860/4744/3670/6857/478/56896/8609/7804/22920/66008/54874/4884/57556/27242/5015/2115/50944/10565/4131/7046/140735/816/3730/10152/23022/23242",27
"GO:0099518","vesicle cytoskeletal trafficking","7/118","73/18723",3.81369398165235e-07,4.26100246869718e-05,3.55701075647765e-05,"4133/6860/55638/22920/66008/54874/26985",7
"GO:0007409","axonogenesis","14/118","418/18723",3.89048051489743e-07,4.26100246869718e-05,3.55701075647765e-05,"4133/4744/3670/56896/8609/66008/4884/57556/5015/2115/4131/3730/23022/23242",14
"GO:0050808","synapse organization","14/118","426/18723",4.88472032819186e-07,5.1067530703824e-05,4.26302865005835e-05,"4744/57633/26045/7804/55638/7846/3084/50944/4131/64084/816/1821/57497/10152",14
"GO:0048699","generation of neurons","27/118","1514/18723",5.9760584818205e-07,5.9760584818205e-05,4.98870968917189e-05,"4133/6860/4744/3670/6857/56896/8609/7804/66008/2119/3084/4884/57556/27242/5015/2115/50944/10565/55636/4131/7046/816/3730/10152/23022/23242/1021",27
"GO:0030030","cell projection organization","27/118","1522/18723",6.6264096893075e-07,6.35030928558635e-05,5.301127751446e-05,"4133/6860/4744/3670/6857/478/56896/8609/7804/22920/66008/54874/4884/57556/27242/5015/2115/50944/10565/4131/7046/140735/816/3730/10152/23022/23242",27
"GO:0022008","neurogenesis","28/118","1632/18723",7.66003718736121e-07,7.04723421237232e-05,5.88290855989341e-05,"4133/6860/4744/3670/6857/56896/8609/7804/66008/2119/3084/4884/57556/27242/5015/2115/50944/55553/10565/55636/4131/7046/816/3730/10152/23022/23242/1021",28
"GO:0030182","neuron differentiation","25/118","1363/18723",1.02840764556792e-06,9.09745224925468e-05,7.59439492111695e-05,"4133/6860/4744/3670/6857/56896/8609/7804/66008/2119/3084/4884/57556/27242/5015/2115/50944/10565/4131/7046/816/3730/10152/23022/23242",25
"GO:0072384","organelle transport along microtubule","7/118","85/18723",1.08555902660998e-06,9.24735467112207e-05,7.71953085589321e-05,"4133/4744/55638/22920/66008/26985/4131",7
"GO:0048666","neuron development","22/118","1104/18723",1.33659294638421e-06,0.000109791563452988,9.16520877520599e-05,"4133/6860/4744/3670/6857/56896/8609/7804/66008/4884/57556/27242/5015/2115/50944/10565/4131/816/3730/10152/23022/23242",22
"GO:0086010","membrane depolarization during action potential","5/118","36/18723",2.94453461989464e-06,0.000233532056060609,0.000194948498972335,"8912/287/3757/610/775",5
"GO:0034330","cell junction organization","16/118","694/18723",7.37274567329387e-06,0.00056524383495253,0.000471855723090808,"4744/57633/26045/7804/287/55638/7846/3084/50944/4131/64084/7046/816/1821/57497/10152",16
"GO:0050803","regulation of synapse structure or activity","9/118","218/18723",9.94561566922802e-06,0.000737900517394337,0.000615986518868316,"57633/26045/7804/55638/7846/64084/816/57497/10152",9
"GO:0051049","regulation of transport","27/118","1759/18723",1.02735492950774e-05,0.000738411355583687,0.000616412957704643,"4133/6860/4744/9783/3670/6857/8609/26045/8912/287/55638/3757/1143/610/124930/3084/50944/10079/55636/4131/5865/816/3778/55294/777/8573/775",27
"GO:0047496","vesicle transport along microtubule","5/118","47/18723",1.13367134368126e-05,0.000790134572868757,0.000659590599960006,"4133/55638/22920/66008/26985",5
"GO:2000026","regulation of multicellular organismal development","23/118","1382/18723",1.49349834767686e-05,0.00101030770578141,0.000843387302217521,"4133/3670/57633/8609/26045/7804/66008/222166/2119/57556/27242/814/5015/399473/55553/55636/4131/64084/7046/2549/816/55294/1021",23
"GO:0051648","vesicle localization","8/118","177/18723",1.64511924703636e-05,0.00108107836233818,0.000902465415517089,"4133/6860/55638/22920/66008/6854/54874/26985",8
"GO:0042391","regulation of membrane potential","12/118","434/18723",1.92067082237268e-05,0.00122709524762699,0.0010243577719321,"9783/478/8912/287/2899/3757/1143/610/50944/3778/4355/775",12
"GO:0051960","regulation of nervous system development","12/118","443/18723",2.35063827767513e-05,0.00142745239336346,0.0011916124327208,"4133/57633/26045/7804/66008/2119/57556/27242/55636/4131/64084/816",12
"GO:0016358","dendrite development","9/118","243/18723",2.35839960642658e-05,0.00142745239336346,0.0011916124327208,"4133/8609/7804/66008/50944/4131/816/10152/23242",9
"GO:0140352","export from cell","17/118","859/18723",2.70360766981285e-05,0.00155274850870249,0.00129620745074295,"6860/9783/3670/6857/478/8609/8912/55638/3757/79158/1143/6854/10565/10079/55636/5865/8573",17
"GO:0032253","dense core granule localization","3/118","10/18723",2.83545379850019e-05,0.00155274850870249,0.00129620745074295,"4133/6860/55638",3
"GO:0099519","dense core granule cytoskeletal transport","3/118","10/18723",2.83545379850019e-05,0.00155274850870249,0.00129620745074295,"4133/6860/55638",3
"GO:1901950","dense core granule transport","3/118","10/18723",2.83545379850019e-05,0.00155274850870249,0.00129620745074295,"4133/6860/55638",3
"GO:0048813","dendrite morphogenesis","7/118","146/18723",3.88763702130624e-05,0.00207943375558241,0.00173587513509488,"4133/8609/7804/66008/50944/816/10152",7
"GO:0051588","regulation of neurotransmitter transport","6/118","100/18723",4.05793959987558e-05,0.00208561941362572,0.00174103881485277,"6860/9783/6857/1143/5865/8573",6
"GO:0030029","actin filament-based process","16/118","798/18723",4.08055972231118e-05,0.00208561941362572,0.00174103881485277,"11214/287/3757/54874/50944/57482/10565/7046/2549/55561/2919/154810/10152/23022/23242/775",16
"GO:0048934","peripheral nervous system neuron differentiation","3/118","12/18723",5.15063655067933e-05,0.00247932834419045,0.00206970018297637,"4744/3670/2115",3
"GO:0048935","peripheral nervous system neuron development","3/118","12/18723",5.15063655067933e-05,0.00247932834419045,0.00206970018297637,"4744/3670/2115",3
"GO:0017156","calcium-ion regulated exocytosis","5/118","64/18723",5.17425045744094e-05,0.00247932834419045,0.00206970018297637,"6860/9783/6857/8912/6854",5
"GO:0010970","transport along microtubule","7/118","155/18723",5.68930562219968e-05,0.00265336417689164,0.0022149822694052,"4133/4744/55638/22920/66008/26985/4131",7
"GO:0050807","regulation of synapse organization","8/118","211/18723",5.7681829932427e-05,0.00265336417689164,0.0022149822694052,"57633/26045/7804/7846/64084/816/57497/10152",8
"GO:0003222","ventricular trabecula myocardium morphogenesis","3/118","13/18723",6.66505160004799e-05,0.00294800359232892,0.00246094212924849,"3084/55636/7046",3
"GO:0032252","secretory granule localization","3/118","13/18723",6.66505160004799e-05,0.00294800359232892,0.00246094212924849,"4133/6860/55638",3
"GO:0007010","cytoskeleton organization","22/118","1419/18723",6.88624702087003e-05,0.00298837134867945,0.00249464043020197,"4133/11214/4744/122060/287/6867/7846/57556/50944/57482/10565/4131/7046/283234/10383/2549/55561/2919/154810/10152/23022/23242",22
"GO:0051650","establishment of vesicle localization","7/118","161/18723",7.2327390274735e-05,0.00308061106725723,0.00257164054310169,"4133/6860/55638/22920/66008/54874/26985",7
"GO:0044057","regulation of system process","13/118","580/18723",7.51000127550414e-05,0.0031405459879381,0.00262167317253963,"3670/478/8912/287/3757/4884/27242/50944/255743/2982/816/3778/775",13
