"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0016477","cell migration","36/155","1526/18723",6.79454206913944e-09,1.25027055917565e-05,1.06069170579004e-05,"5919/5176/5414/85407/9922/3397/30812/960/30011/4814/25777/1956/8828/1902/655/975/10076/7205/2817/157285/9219/558/6781/11240/387/3162/684/6223/114757/9050/10163/5228/1647/5580/3164/1803",36
"GO:0048870","cell motility","38/155","1710/18723",1.18734146170527e-08,1.25027055917565e-05,1.06069170579004e-05,"5919/5176/5414/85407/9922/3397/93185/30812/960/30011/4814/25777/1956/8828/1902/655/975/10076/7205/2192/2817/157285/9219/558/6781/11240/387/3162/684/6223/114757/9050/10163/5228/1647/5580/3164/1803",38
"GO:0051674","localization of cell","38/155","1710/18723",1.18734146170527e-08,1.25027055917565e-05,1.06069170579004e-05,"5919/5176/5414/85407/9922/3397/93185/30812/960/30011/4814/25777/1956/8828/1902/655/975/10076/7205/2192/2817/157285/9219/558/6781/11240/387/3162/684/6223/114757/9050/10163/5228/1647/5580/3164/1803",38
"GO:0040011","locomotion","39/155","1878/18723",4.60350319123044e-08,3.63561664527424e-05,3.0843471381244e-05,"5919/5176/5414/85407/9922/3397/93185/30812/960/30011/4814/25777/1956/8828/1902/655/975/10076/7205/2192/2817/157285/9219/7408/558/6781/11240/387/3162/684/6223/114757/9050/10163/5228/1647/5580/3164/1803",39
"GO:0051270","regulation of cellular component movement","28/155","1116/18723",1.26729707158163e-07,8.00678289825272e-05,6.79271230367752e-05,"5919/5176/7139/85407/9922/25777/1956/8828/655/975/10076/7205/2192/157285/9219/6781/11240/387/116985/3162/684/6223/114757/87/3916/5228/1647/1803",28
"GO:0046718","viral entry into host cell","9/155","144/18723",3.17711380998806e-06,0.00167275042095872,0.001419110835128,"1508/1956/975/3949/7706/558/3916/156/1803",9
"GO:0044409","entry into host","9/155","151/18723",4.69315135956145e-06,0.00211795216355066,0.00179680652051781,"1508/1956/975/3949/7706/558/3916/156/1803",9
"GO:0061061","muscle structure development","18/155","636/18723",5.57615894719364e-06,0.00220188576427309,0.00186801324730987,"89/7139/85407/93185/30812/10290/5997/3398/4814/975/85461/221662/2817/1134/6443/387/87/3164",18
"GO:0051701","biological process involved in interaction with host","10/155","203/18723",7.54353693743588e-06,0.00264778146503999,0.00224629766581424,"1508/1956/975/3949/7706/558/8408/3916/156/1803",10
"GO:0001667","ameboidal-type cell migration","15/155","475/18723",9.82630613166738e-06,0.00310413010699373,0.00263345004328686,"5176/9922/3397/30812/8828/655/9219/6781/387/3162/114757/10163/1647/3164/1803",15
