"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0016477","cell migration","40/172","1526/18723",9.60921210365028e-10,2.66616212478474e-06,2.23502251092861e-06,"960/85407/5919/3397/975/5176/1956/4814/10076/9922/8828/30011/30812/655/1902/25777/157285/5414/7205/7114/684/9219/2752/2817/387/11240/6781/9050/1012/114757/6223/558/2195/3162/5580/9448/3164/1803/1647/6386",40
"GO:0048870","cell motility","42/172","1710/18723",2.33668897877716e-09,2.66616212478474e-06,2.23502251092861e-06,"960/85407/5919/3397/93185/975/5176/1956/4814/10076/9922/8828/30011/30812/655/1902/2192/25777/157285/5414/7205/7114/684/9219/2752/2817/387/11240/6781/9050/1012/114757/6223/558/2195/3162/5580/9448/3164/1803/1647/6386",42
"GO:0051674","localization of cell","42/172","1710/18723",2.33668897877716e-09,2.66616212478474e-06,2.23502251092861e-06,"960/85407/5919/3397/93185/975/5176/1956/4814/10076/9922/8828/30011/30812/655/1902/2192/25777/157285/5414/7205/7114/684/9219/2752/2817/387/11240/6781/9050/1012/114757/6223/558/2195/3162/5580/9448/3164/1803/1647/6386",42
"GO:0040011","locomotion","44/172","1878/18723",3.73576582671853e-09,3.19688160621438e-06,2.67992043253545e-06,"960/85407/5919/3397/93185/975/5176/1956/4814/10076/9922/8828/30011/30812/655/1902/2192/25777/157285/5414/7205/7114/684/9219/2752/2817/387/7408/11240/6781/9050/1012/114757/6223/558/2195/8061/3162/5580/9448/3164/1803/1647/6386",44
"GO:0051270","regulation of cellular component movement","31/172","1116/18723",2.87546960484954e-08,1.96854649147999e-05,1.6502168721726e-05,"7139/85407/5919/975/5176/1956/10076/9922/8828/655/2192/25777/157285/7205/7114/684/9219/2752/387/11240/6781/87/1012/114757/6223/3916/3162/9448/1803/1647/6386",31
"GO:1902531","regulation of intracellular signal transduction","38/172","1694/18723",1.77174606438018e-07,0.000101078112972889,8.4732978447375e-05,"960/89/5997/975/11113/1956/9922/7078/7178/7706/655/1902/2192/157285/5414/56882/7205/8878/7114/684/55379/138151/387/1012/3589/558/4880/3162/754/5580/143872/55367/11261/1263/9448/10105/1647/6386",38
"GO:0001667","ameboidal-type cell migration","18/172","475/18723",4.06763830788664e-07,0.000198907513255657,0.000166742586876677,"3397/5176/9922/8828/30812/655/7114/9219/2752/387/6781/1012/114757/3162/9448/3164/1803/1647",18
"GO:2000145","regulation of cell motility","27/172","1043/18723",1.01409773472282e-06,0.000433907068244526,0.00036374084537558,"85407/5919/975/5176/1956/10076/9922/8828/655/2192/25777/157285/7205/7114/684/9219/2752/387/11240/6781/1012/114757/3162/9448/1803/1647/6386",27
"GO:0040012","regulation of locomotion","27/172","1082/18723",2.03960863240317e-06,0.000775731149857338,0.000650289255196613,"85407/5919/975/5176/1956/10076/9922/8828/655/2192/25777/157285/7205/7114/684/9219/2752/387/11240/6781/1012/114757/3162/9448/1803/1647/6386",27
"GO:0030334","regulation of cell migration","25/172","985/18723",3.79852960037809e-06,0.00130023668220942,0.00108997807269797,"85407/5919/975/5176/1956/10076/9922/8828/655/25777/7205/7114/684/9219/2752/387/11240/6781/1012/114757/3162/9448/1803/1647/6386",25
"GO:0009991","response to extracellular stimulus","17/172","505/18723",4.30817980500758e-06,0.00134062722477645,0.00112383714339241,"8614/5919/1956/3920/7706/655/6752/5447/2752/3949/8408/6781/23710/6223/558/8061/3162",17
"GO:0010631","epithelial cell migration","14/172","357/18723",5.67843435038252e-06,0.00161977339844662,0.00135784316132831,"3397/5176/9922/8828/7114/2752/387/6781/1012/3162/9448/3164/1803/1647",14
"GO:0090132","epithelium migration","14/172","360/18723",6.24768046713252e-06,0.00164506232607651,0.00137904266829176,"3397/5176/9922/8828/7114/2752/387/6781/1012/3162/9448/3164/1803/1647",14
"GO:0090130","tissue migration","14/172","365/18723",7.30969668812225e-06,0.00169642940111446,0.00142210327888372,"3397/5176/9922/8828/7114/2752/387/6781/1012/3162/9448/3164/1803/1647",14
"GO:0046718","viral entry into host cell","9/172","144/18723",7.43395881294681e-06,0.00169642940111446,0.00142210327888372,"975/1956/1508/7706/3949/558/3916/1803/156",9
"GO:0043542","endothelial cell migration","12/172","279/18723",1.0791301239107e-05,0.00219861467722447,0.00184308120304255,"3397/5176/8828/7114/2752/387/6781/1012/3162/3164/1803/1647",12
"GO:0044409","entry into host","9/172","151/18723",1.09192081544891e-05,0.00219861467722447,0.00184308120304255,"975/1956/1508/7706/3949/558/3916/1803/156",9
"GO:0010648","negative regulation of cell communication","29/172","1363/18723",1.80406169304784e-05,0.0032607693084111,0.00273347698532486,"960/6002/89/85407/5997/11113/1956/10076/23017/7078/7178/655/2192/9139/7114/57674/2817/387/11240/3589/3162/754/5580/143872/11261/9448/10105/10140/156",29
"GO:0051701","biological process involved in interaction with host","10/172","203/18723",1.87666876799183e-05,0.0032607693084111,0.00273347698532486,"975/1956/1508/7706/3949/8408/558/3916/1803/156",10
"GO:0023057","negative regulation of signaling","29/172","1367/18723",1.90521139842892e-05,0.0032607693084111,0.00273347698532486,"960/6002/89/85407/5997/11113/1956/10076/23017/7078/7178/655/2192/9139/7114/57674/2817/387/11240/3589/3162/754/5580/143872/11261/9448/10105/10140/156",29
"GO:0060135","maternal process involved in female pregnancy","6/172","62/18723",2.21151528487298e-05,0.00360476991434295,0.00302184995817731,"8614/5997/1508/6781/639/231",6
"GO:0061061","muscle structure development","18/172","636/18723",2.36036698256801e-05,0.00367251644605922,0.00307864133707195,"7139/89/85407/5997/93185/975/10290/4814/30812/3398/85461/221662/2817/387/1134/87/6443/3164",18
"GO:0006937","regulation of muscle contraction","9/172","169/18723",2.6832867496752e-05,0.00399343067136445,0.00334766118060165,"7139/89/5997/6752/387/6781/143872/3164/156",9
"GO:0072359","circulatory system development","26/172","1179/18723",2.84088815478229e-05,0.00405181673075824,0.00339660574997216,"7139/1747/5997/3397/5176/1956/4814/8828/6461/655/3398/7045/221662/57674/2752/23670/387/3949/1012/6443/8061/3162/639/3164/1647/156",26
"GO:0035295","tube development","25/172","1113/18723",3.04800408079888e-05,0.00409436181737902,0.00343227095781638,"5919/26227/3397/5176/1956/4814/8828/6461/30812/655/3398/7045/9139/57674/2752/23670/387/3949/7408/1012/3162/639/3164/1647/231",25
"GO:0009968","negative regulation of signal transduction","27/172","1262/18723",3.32198129155111e-05,0.00409436181737902,0.00343227095781638,"960/6002/89/85407/5997/11113/1956/10076/23017/7078/7178/655/2192/9139/7114/57674/2817/387/11240/3162/754/5580/143872/11261/10105/10140/156",27
"GO:0009888","tissue development","35/172","1870/18723",3.35734425261257e-05,0.00409436181737902,0.00343227095781638,"8614/7139/960/1747/89/85407/26227/5997/3397/93185/1956/1508/8828/7178/768/30812/655/3398/7045/9139/221662/5447/2817/387/1134/7408/6781/2195/6443/8516/4880/639/3164/231/6386",35
"GO:0010941","regulation of cell death","32/172","1640/18723",3.5041085532701e-05,0.00409436181737902,0.00343227095781638,"960/89/6533/3397/5176/1956/23017/1508/7078/7178/30812/655/5414/8878/5447/138151/387/87/558/8061/3162/754/5580/55367/11261/1263/9448/10105/3164/283349/1647/231",32
"GO:0052126","movement in host environment","9/172","175/18723",3.53133919520614e-05,0.00409436181737902,0.00343227095781638,"975/1956/1508/7706/3949/558/3916/1803/156",9
"GO:0048585","negative regulation of response to stimulus","32/172","1642/18723",3.5883977365285e-05,0.00409436181737902,0.00343227095781638,"960/6002/89/85407/5997/5176/11113/1956/10076/23017/7078/7178/655/2192/9139/7114/57674/2817/387/3949/11240/6223/3162/754/5580/143872/11261/9448/10105/10140/1803/156",32
"GO:0019058","viral life cycle","12/172","317/18723",3.80757521994329e-05,0.00420429999285996,0.00352443125621916,"975/1956/1508/7706/684/64135/3949/558/27350/3916/1803/156",12
"GO:0009725","response to hormone","21/172","860/18723",4.27928357024242e-05,0.00457749614404369,0.00383727862252659,"8614/5919/5176/1956/10076/1508/7078/7706/655/6752/5447/387/6599/11240/6781/8061/3162/5580/8031/3164/231",21
