"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0032253","dense core granule localization","3/32","10/18723",5.39788521825367e-07,0.000196303092437158,0.000137882822417146,"4133/6860/55638",3
"GO:0099519","dense core granule cytoskeletal transport","3/32","10/18723",5.39788521825367e-07,0.000196303092437158,0.000137882822417146,"4133/6860/55638",3
"GO:1901950","dense core granule transport","3/32","10/18723",5.39788521825367e-07,0.000196303092437158,0.000137882822417146,"4133/6860/55638",3
"GO:0030705","cytoskeleton-dependent intracellular transport","6/32","195/18723",8.54692800674718e-07,0.000233117461384029,0.00016374114707663,"4133/54874/6860/55638/4747/4131",6
"GO:0032252","secretory granule localization","3/32","13/18723",1.28201825490691e-06,0.000279736383220688,0.000196486166225733,"4133/6860/55638",3
"GO:0032989","cellular component morphogenesis","9/32","744/18723",2.89944775855793e-06,0.00052721625076445,0.000370315433022837,"287/4133/6860/56896/4747/8609/4131/4884/11214",9
"GO:0051656","establishment of organelle localization","7/32","390/18723",3.46188291397348e-06,0.000539559179877867,0.00037898507689815,"4133/54874/6860/55638/4747/4131/23208",7
"GO:0099518","vesicle cytoskeletal trafficking","4/32","73/18723",7.0403702922819e-06,0.000893899298099897,0.000627872728078272,"4133/54874/6860/55638",4
"GO:0051650","establishment of vesicle localization","5/32","161/18723",7.37405470476542e-06,0.000893899298099897,0.000627872728078272,"4133/54874/6860/55638/23208",5
"GO:0034643","establishment of mitochondrion localization, microtubule-mediated","3/32","26/18723",1.14799961140376e-05,0.0010621786234578,0.000746071723553743,"55638/4747/4131",3
"GO:0047497","mitochondrion transport along microtubule","3/32","26/18723",1.14799961140376e-05,0.0010621786234578,0.000746071723553743,"55638/4747/4131",3
"GO:0051648","vesicle localization","5/32","177/18723",1.16829912754295e-05,0.0010621786234578,0.000746071723553743,"4133/54874/6860/55638/23208",5
"GO:0072384","organelle transport along microtubule","4/32","85/18723",1.29103105598668e-05,0.00108347298621651,0.000761028833002673,"4133/55638/4747/4131",4
"GO:0051654","establishment of mitochondrion localization","3/32","29/18723",1.6077687005043e-05,0.00125291118017871,0.000880041815012881,"55638/4747/4131",3
"GO:0051640","organelle localization","7/32","521/18723",2.28189170933983e-05,0.00165969590325983,0.00116576643115747,"4133/54874/6860/55638/4747/4131/23208",7
"GO:0031111","negative regulation of microtubule polymerization or depolymerization","3/32","40/18723",4.29204583678819e-05,0.00292663875495994,0.00205566405867224,"4133/4131/11075",3
"GO:0048812","neuron projection morphogenesis","7/32","615/18723",6.5579933439599e-05,0.00399218815383023,0.00280410340681018,"4133/6860/56896/4747/8609/4131/4884",7
"GO:0007409","axonogenesis","6/32","418/18723",6.61657960127927e-05,0.00399218815383023,0.00280410340681018,"4133/56896/4747/8609/4131/4884",6
"GO:0120039","plasma membrane bounded cell projection morphogenesis","7/32","630/18723",7.63198017058382e-05,0.00399218815383023,0.00280410340681018,"4133/6860/56896/4747/8609/4131/4884",7
"GO:0048858","cell projection morphogenesis","7/32","634/18723",7.94152125074359e-05,0.00399218815383023,0.00280410340681018,"4133/6860/56896/4747/8609/4131/4884",7
"GO:0008089","anterograde axonal transport","3/32","50/18723",8.41631723707249e-05,0.00399218815383023,0.00280410340681018,"4133/55638/4747",3
"GO:0051646","mitochondrion localization","3/32","50/18723",8.41631723707249e-05,0.00399218815383023,0.00280410340681018,"55638/4747/4131",3
