"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0030705","cytoskeleton-dependent intracellular transport","14/133","195/18723",1.14448422922643e-10,2.78338564547869e-07,2.35884223244775e-07,"6860/4133/4131/54874/4744/55638/4747/7846/283234/22920/26985/66008/440193/282991",14
"GO:0048812","neuron projection morphogenesis","21/133","615/18723",2.36722324123418e-09,1.97193105909734e-06,1.67115694845594e-06,"6860/4133/4131/3670/7804/56896/4744/8609/4747/6857/4884/5015/57556/816/4897/66008/2115/3730/50944/10152/23022",21
"GO:0032989","cellular component morphogenesis","23/133","744/18723",2.51739543453174e-09,1.97193105909734e-06,1.67115694845594e-06,"6860/4133/4131/3670/7804/56896/287/4744/8609/4747/6857/11214/4884/5015/57556/816/4897/66008/2115/3730/50944/10152/23022",23
"GO:0120039","plasma membrane bounded cell projection morphogenesis","21/133","630/18723",3.62601863964129e-09,1.97193105909734e-06,1.67115694845594e-06,"6860/4133/4131/3670/7804/56896/4744/8609/4747/6857/4884/5015/57556/816/4897/66008/2115/3730/50944/10152/23022",21
"GO:0048858","cell projection morphogenesis","21/133","634/18723",4.05413457873632e-09,1.97193105909734e-06,1.67115694845594e-06,"6860/4133/4131/3670/7804/56896/4744/8609/4747/6857/4884/5015/57556/816/4897/66008/2115/3730/50944/10152/23022",21
"GO:0032990","cell part morphogenesis","21/133","652/18723",6.6285132863901e-09,2.68675738541679e-06,2.27695245872839e-06,"6860/4133/4131/3670/7804/56896/4744/8609/4747/6857/4884/5015/57556/816/4897/66008/2115/3730/50944/10152/23022",21
"GO:0072384","organelle transport along microtubule","9/133","85/18723",9.14693433221041e-09,2.78296718143167e-06,2.3584875957597e-06,"4133/4131/4744/55638/4747/22920/26985/66008/282991",9
"GO:0050808","synapse organization","17/133","426/18723",9.3982907747511e-09,2.78296718143167e-06,2.3584875957597e-06,"4131/7804/4744/57633/55638/4747/7846/26045/3084/816/4897/50944/57497/1821/1282/64084/10152",17
"GO:0048667","cell morphogenesis involved in neuron differentiation","19/133","544/18723",1.02988094707586e-08,2.78296718143167e-06,2.3584875957597e-06,"4133/4131/3670/7804/56896/4744/8609/4747/4884/5015/57556/816/4897/66008/2115/3730/50944/10152/23022",19
"GO:0031175","neuron projection development","25/133","963/18723",1.5740500703989e-08,3.82808977121013e-06,3.24420003983269e-06,"6860/4133/4131/3670/7804/56896/4744/8609/4747/6857/4884/1809/5015/57556/816/4897/10565/66008/2115/27242/3730/50944/10152/23022/282991",25
