run	nodes	geneid	local_outdegree_centrality	local_betweenness_centrality	outdegree_centrality	betweenness_centrality	community	community_size	rank_betweenness	rank_outdegree	rank_local_betweenness	rank_local_outdegree
1	539	ISL1	0.046468401486988845	3.115200099686403e-05	0.05204460966542751	0.0031082774327982113	4	49	95.0	73.0	22.0	6.0
1	539	PRDM1	0.046468401486988845	0.0015229867154022416	0.07434944237918215	0.01034938699784705	2	108	31.0	46.0	6.0	9.0
1	539	KLF7	0.05390334572490706	0.00015229867154022416	0.06691449814126393	0.001824122725038594	1	128	118.0	51.0	43.0	16.0
1	539	ETV5	0.011152416356877323	0.0002699840086394883	0.011152416356877323	0.0004949706825057285	1	128	171.0	170.0	34.0	48.0
1	519	LMX1A	0.07915057915057916	0.0019641083470870705	0.13513513513513514	0.02985743411275326	3	97	7.0	10.0	4.0	4.0
1	519	ISL1	0.0501930501930502	0.00010455329604265774	0.05405405405405406	0.004757174969940927	4	51	70.0	64.0	11.0	5.0
1	519	PRDM1	0.04826254826254826	0.001855821004757175	0.07528957528957529	0.015160227926185373	3	97	20.0	42.0	5.0	9.0
1	519	KLF7	0.05405405405405406	0.0001418937589150355	0.06756756756756757	0.002023853087682875	1	126	117.0	49.0	45.0	17.0
1	519	ETV5	0.009652509652509652	5.9744740595804425e-05	0.009652509652509652	0.0003099258418407355	1	126	186.0	173.0	57.0	49.0
1	501	LMX1A	0.076	0.0015791583166332665	0.12	0.03620040080160321	3	78	1.0	12.0	3.0	2.0
1	501	ISL1	0.05	0.00019238476953907816	0.054	0.0028537074148296594	3	78	97.0	57.0	17.0	8.0
1	501	PRDM1	0.054	0.0018877755511022044	0.066	0.017863727454909818	3	78	16.0	44.0	1.0	6.0
1	501	KLF7	0.05	0.00025250501002004006	0.06	0.002529058116232465	1	124	102.0	49.0	40.0	16.0
1	501	ETV5	0.008	2.004008016032064e-05	0.008	2.004008016032064e-05	1	124	230.0	179.0	59.0	52.0
1	480	LMX1A	0.07306889352818371	0.002349734890505848	0.11482254697286011	0.034652038329504455	4	73	4.0	13.0	1.0	2.0
1	480	ISL1	0.050104384133611686	0.0002358469964448249	0.052192066805845504	0.002803958735510696	4	73	98.0	53.0	15.0	7.0
1	480	PRDM1	0.052192066805845504	0.0016465614381425738	0.06263048016701461	0.020330884600938147	4	73	14.0	44.0	4.0	5.0
1	480	KLF7	0.052192066805845504	0.00047606152986085025	0.06263048016701461	0.006852665507813523	0	127	58.0	44.0	28.0	16.0
1	480	ETV5	0.006263048016701461	2.1837684856002307e-05	0.006263048016701461	3.494029576960369e-05	0	127	224.0	187.0	61.0	54.0
1	469	LMX1A	0.07692307692307693	0.003303501162173539	0.11111111111111112	0.033826570764472264	2	87	9.0	12.0	2.0	3.0
1	469	ISL1	0.04914529914529915	0.00047127509654276245	0.04914529914529915	0.002498215560314061	2	87	105.0	51.0	14.0	9.0
1	469	PRDM1	0.05555555555555556	0.0024204322919526345	0.06410256410256411	0.025535789454419002	2	87	11.0	41.0	5.0	6.0
1	469	KLF7	0.05128205128205129	0.0007229268471238492	0.05982905982905984	0.0042094474642654514	0	119	74.0	43.0	20.0	15.0
1	469	ETV5	0.006410256410256411	5.9481322864620505e-05	0.006410256410256411	9.608521385823312e-05	0	119	202.0	173.0	56.0	52.0
1	453	LMX1A	0.0752212389380531	0.0020750348291898044	0.09955752212389381	0.026401506975649	2	85	9.0	14.0	6.0	3.0
1	453	ISL1	0.04424778761061947	0.0004758354100033357	0.04424778761061947	0.002511626081667092	2	85	106.0	52.0	17.0	11.0
1	453	PRDM1	0.05309734513274336	0.0025901143967191884	0.05973451327433628	0.025184938092341503	2	85	12.0	41.0	3.0	8.0
1	453	KLF7	0.04424778761061947	0.0007946941899024783	0.05309734513274336	0.004184408296214901	1	117	80.0	43.0	21.0	15.0
1	453	ETV5	0.00663716814159292	9.320487412436474e-05	0.00663716814159292	0.00034829189804367873	1	117	167.0	162.0	48.0	48.0
1	439	LMX1A	0.0730593607305936	0.002711513745650607	0.091324200913242	0.02865636395933252	1	97	7.0	13.0	5.0	3.0
1	439	ISL1	0.0410958904109589	0.00068440905718734	0.0410958904109589	0.0035004127352329605	1	97	87.0	53.0	19.0	13.0
1	439	PRDM1	0.04794520547945205	0.002037553681702768	0.0593607305936073	0.020589741178437457	1	97	19.0	39.0	7.0	9.0
1	439	KLF7	0.03881278538812785	0.0005799191247923263	0.04794520547945205	0.005788742254683761	0	110	60.0	45.0	29.0	15.0
1	439	ETV5	0.0045662100456621	3.1346979718504126e-05	0.0045662100456621	0.0005224496619750688	0	110	145.0	177.0	49.0	48.0
1	419	LMX1A	0.06698564593301436	0.0020481222677360507	0.08612440191387559	0.021737633816391863	3	79	17.0	14.0	5.0	3.0
1	419	ISL1	0.04066985645933014	0.0005392814934655147	0.04066985645933014	0.001388362993815474	3	79	117.0	51.0	15.0	11.0
1	419	PRDM1	0.050239234449760764	0.0022546556056590133	0.06220095693779904	0.028937615457872937	3	79	11.0	36.0	4.0	7.0
1	419	KLF7	0.03349282296650718	0.00021227037508748982	0.03827751196172249	0.0027939370991245283	2	82	95.0	55.0	21.0	14.0
1	419	ETV5	0.004784688995215311	5.1633334480740765e-05	0.004784688995215311	0.0011933037302215644	2	82	122.0	170.0	31.0	33.0
1	409	LMX1A	0.061274509803921566	0.0019993255287372937	0.0784313725490196	0.023034398034398038	4	75	20.0	15.0	5.0	3.0
1	409	ISL1	0.03676470588235294	0.0008731994026111673	0.03676470588235294	0.0025834658187599367	4	75	102.0	53.0	13.0	12.0
1	409	PRDM1	0.041666666666666664	0.002198053668641904	0.056372549019607844	0.030568001156236452	4	75	7.0	37.0	4.0	10.0
1	409	KLF7	0.03431372549019608	0.000373368020426844	0.03676470588235294	0.009201715084068026	2	81	51.0	53.0	19.0	14.0
1	409	ETV5	0.004901960784313725	0.0	0.004901960784313725	0.0	2	81	409.0	163.0	81.0	33.0
1	401	LMX1A	0.055	0.002261904761904762	0.075	0.021904761904761906	3	73	23.0	17.0	4.0	3.0
1	401	ISL1	0.0375	0.0007330827067669174	0.0375	0.0038345864661654136	3	73	82.0	48.0	13.0	12.0
1	401	PRDM1	0.045	0.0032581453634085216	0.0525	0.029342105263157895	3	73	15.0	35.0	2.0	8.0
1	401	KLF7	0.0275	0.00030701754385964913	0.03	0.008953634085213033	2	75	55.0	60.0	19.0	14.0
1	401	ETV5	0.005	0.0	0.005	0.0	2	75	401.0	154.0	75.0	28.0
1	386	LMX1A	0.04935064935064935	0.0013392857142857143	0.06753246753246753	0.019811958874458874	3	63	27.0	17.0	5.0	3.0
1	386	ISL1	0.03896103896103896	0.0011431277056277056	0.03896103896103896	0.005600649350649351	3	63	73.0	45.0	7.0	9.0
1	386	PRDM1	0.03896103896103896	0.002658279220779221	0.04935064935064935	0.02978219696969697	3	63	13.0	35.0	2.0	9.0
1	386	KLF7	0.02857142857142857	0.0004531926406926407	0.03116883116883117	0.011634199134199134	2	74	47.0	56.0	18.0	14.0
1	386	ETV5	0.005194805194805195	0.0	0.005194805194805195	0.0	2	74	386.0	149.0	74.0	28.0
1	372	LMX1A	0.0431266846361186	0.0012092955489181904	0.06738544474393532	0.018853354702411305	7	30	28.0	15.0	1.0	2.0
1	372	ISL1	0.01886792452830189	0.0007357762074743207	0.02964959568733154	0.007306767684126175	5	33	65.0	53.0	2.0	6.0
1	372	PRDM1	0.03504043126684636	0.001151016245355868	0.05121293800539084	0.03679609528666133	7	30	11.0	32.0	2.0	4.0
1	372	KLF7	0.02425876010781671	0.0006629270780214177	0.02425876010781671	0.011488307714722808	1	61	51.0	62.0	12.0	12.0
1	372	ETV5	0.005390835579514825	2.9139651781161215e-05	0.005390835579514825	6.556421650761274e-05	1	61	159.0	143.0	27.0	26.0
1	353	LMX1A	0.03977272727272727	0.0011250323750323751	0.06818181818181818	0.012966200466200468	3	49	41.0	14.0	6.0	4.0
1	353	ISL1	0.019886363636363636	0.000946969696969697	0.02840909090909091	0.007948070448070449	6	32	57.0	51.0	2.0	6.0
1	353	PRDM1	0.036931818181818184	0.0023229085729085733	0.048295454545454544	0.055053742553742555	3	49	5.0	29.0	2.0	6.0
1	353	KLF7	0.022727272727272728	0.0003885003885003885	0.022727272727272728	0.011614542864542865	1	55	45.0	64.0	14.0	13.0
1	353	ETV5	0.005681818181818182	0.00012140637140637142	0.005681818181818182	0.0005665630665630667	1	55	122.0	135.0	20.0	26.0
1	339	LMX1A	0.05029585798816568	0.0024757255983003526	0.05917159763313609	0.019498533878812355	1	67	31.0	14.0	4.0	4.0
1	339	ISL1	0.029585798816568046	0.0010008252418661	0.029585798816568046	0.004863659508717714	1	67	71.0	46.0	12.0	10.0
1	339	PRDM1	0.04437869822485207	0.0052938387793443715	0.05029585798816568	0.03880392604428212	1	67	13.0	28.0	1.0	7.0
1	339	KLF7	0.02071005917159763	0.00047407511456815267	0.02071005917159763	0.011061752673256896	2	58	44.0	63.0	15.0	14.0
1	339	ETV5	0.005917159763313609	7.901251909469211e-05	0.005917159763313609	0.0005355292960862465	2	58	116.0	126.0	21.0	26.0
1	318	LMX1A	0.05362776025236593	0.0025156730423671284	0.05993690851735015	0.02408856766361858	2	59	25.0	14.0	4.0	3.0
1	318	ISL1	0.025236593059936908	0.0014475102823144192	0.025236593059936908	0.0093239627840115	2	59	48.0	48.0	7.0	12.0
1	318	PRDM1	0.044164037854889586	0.0032444195982909395	0.050473186119873815	0.027852094397636067	2	59	23.0	28.0	3.0	6.0
1	318	KLF7	0.01892744479495268	0.001108094078185521	0.01892744479495268	0.005530487561394402	0	68	66.0	64.0	13.0	15.0
1	318	ETV5	0.0031545741324921135	7.986263626562313e-05	0.0031545741324921135	0.0007187637263906081	0	68	106.0	156.0	25.0	33.0
1	300	LMX1A	0.046822742474916385	0.0026935422324975873	0.05351170568561873	0.029247379407869634	0	56	19.0	19.0	4.0	5.0
1	300	ISL1	0.026755852842809364	0.001593679154227739	0.026755852842809364	0.00974164440753294	0	56	46.0	46.0	7.0	11.0
1	300	PRDM1	0.043478260869565216	0.0032883661421741375	0.05016722408026756	0.03264797647639784	0	56	14.0	22.0	3.0	7.0
1	300	KLF7	0.016722408026755852	0.0013355480236133868	0.016722408026755852	0.023243024847927094	3	50	23.0	67.0	5.0	13.0
1	300	ETV5	0.0	0.0	0.0	0.0	3	50	300.0	300.0	50.0	50.0
1	281	LMX1A	0.04642857142857143	0.003789042498719918	0.049999999999999996	0.034421402969790064	0	59	15.0	22.0	4.0	5.0
1	281	ISL1	0.024999999999999998	0.001894521249359959	0.024999999999999998	0.010919098822324629	0	59	40.0	46.0	8.0	13.0
1	281	PRDM1	0.04642857142857143	0.004083461341525858	0.05357142857142857	0.03277009728622632	0	59	17.0	17.0	3.0	5.0
1	281	KLF7	0.017857142857142856	0.0012544802867383513	0.017857142857142856	0.007974910394265233	2	49	49.0	61.0	6.0	13.0
1	281	ETV5	0.0	0.0	0.0	0.0	2	49	281.0	281.0	49.0	49.0
1	264	LMX1A	0.04182509505703422	0.0022349287435056452	0.053231939163498096	0.038864540098104666	5	30	11.0	17.0	3.0	3.0
1	264	ISL1	0.022813688212927757	0.0010158767015934751	0.026615969581749048	0.013482135082576263	4	33	34.0	43.0	4.0	7.0
1	264	PRDM1	0.03802281368821293	0.002220416219197167	0.049429657794676805	0.03208719124604534	5	30	14.0	22.0	4.0	4.0
1	264	KLF7	0.019011406844106463	0.001349664760688474	0.019011406844106463	0.007662612834876498	1	47	46.0	55.0	7.0	11.0
1	264	ETV5	0.0	0.0	0.0	0.0	1	47	264.0	264.0	47.0	47.0
1	248	LMX1A	0.02834008097165992	0.0020901221157960566	0.03643724696356275	0.047217010631644775	5	29	10.0	31.0	6.0	5.0
1	248	ISL1	0.020242914979757085	0.0008722556861196142	0.024291497975708502	0.01203054540666864	4	31	35.0	45.0	4.0	7.0
1	248	PRDM1	0.03643724696356275	0.0021724103880714917	0.048582995951417005	0.04609789012869885	5	29	12.0	19.0	4.0	3.0
1	248	KLF7	0.016194331983805668	0.00014811889009578354	0.016194331983805668	0.008574437971100357	1	43	48.0	62.0	13.0	14.0
1	248	ETV5	0.0	0.0	0.0	0.0	1	43	248.0	248.0	43.0	43.0
1	235	LMX1A	0.03418803418803419	0.004805399655185063	0.038461538461538464	0.05735299512123546	2	39	10.0	26.0	2.0	5.0
1	235	ISL1	0.017094017094017096	0.0005869190418546641	0.017094017094017096	0.010362789332746414	6	16	41.0	55.0	2.0	6.0
1	235	PRDM1	0.025641025641025644	0.0025494295880561972	0.038461538461538464	0.052272477165181026	2	39	12.0	26.0	7.0	7.0
1	235	KLF7	0.012820512820512822	0.0002567770808114156	0.012820512820512822	0.007758336084516341	3	39	54.0	70.0	11.0	14.0
1	235	ETV5	0.0	0.0	0.0	0.0	3	39	235.0	235.0	39.0	39.0
