treatment	run	threshold	component	nodes	edges	sigma	dominating_size	alpha	xmin	exp_r	exp_p	logn_r	logn_p
Anp	1	0.42000000000000004	positive	338	1847	3.4114167228870027	157	3.463710248579539	17.0	-5.151423476806843	0.009045245305818834	-4.783723730295672	0.04339188929237938	
Anp	1	0.42200000000000004	positive	338	1800	3.1732439865657946	157	3.5586859129223147	17.0	-4.097755039211656	0.03931229042017167	-3.5338345509232214	0.08493010101458677	
Anp	1	0.42400000000000004	positive	336	1773	3.3819613707003695	156	3.5854011536445047	17.0	-3.819734447696419	0.051949461090429486	-3.2313327511952594	0.09922563938942768	
Anp	1	0.42600000000000005	positive	331	1737	3.4851166274034537	154	5.853028508644281	29.0	-0.8356360709356669	0.15452807712832262	-0.9672166909936966	0.38491043619704834	
Anp	1	0.42800000000000005	positive	329	1699	3.2633476319725765	153	3.425447791786673	16.0	-5.198026209920193	0.006751058484876031	-4.901902128390445	0.03564397951203398	
Anp	1	0.43000000000000005	positive	327	1658	3.517817341740607	153	3.7803334877552106	17.0	-2.4583522258806356	0.20056881377651148	-1.902806480529064	0.21945245048189266	
Anp	1	0.43200000000000005	positive	327	1615	3.6393555258742984	155	3.7704830091722856	17.0	-2.7197967763752438	0.12450807895690547	-2.2060580057550108	0.17424706115625077	
Anp	1	0.43400000000000005	positive	322	1576	3.768119635511775	150	3.556538784958359	16.0	-4.064492587904628	0.0212363597477755	-3.6588853207205556	0.07024362275267709	
Anp	1	0.43600000000000005	positive	319	1543	3.486355684484611	146	3.5577381293657466	16.0	-4.092897248565909	0.017149586479667984	-3.778425952318523	0.06846858728506422	
Anp	1	0.43800000000000006	positive	317	1516	3.1622816917447927	147	3.4922319222331937	15.0	-4.053532162544933	0.036103741037309206	-3.539728663444984	0.08331838356398194	
Anp	1	0.44	positive	315	1487	3.542777112105997	148	3.5620370058267925	15.0	-3.617611030462609	0.05322069380243367	-3.141596008294927	0.09599494740580115	
Anp	1	0.442	positive	312	1457	3.4116405322644914	150	3.508354181649351	15.0	-4.190935958974149	0.01898246155552824	-3.843343984077052	0.06766614374607371	
Anp	1	0.444	positive	312	1429	3.4750883443727023	153	3.6612604991950173	16.0	-3.5237334598871177	0.023048043097708297	-3.2930370534410867	0.08785539134419765	
Anp	1	0.446	positive	308	1391	3.2407792398375967	155	3.5810124064426794	15.0	-3.561982318514353	0.034262207420273166	-3.197233485683944	0.08849421032597982	
Anp	1	0.448	positive	307	1351	3.5607946679967766	154	3.387821465585554	14.0	-4.732171476938626	0.007054949558741672	-4.521849130375938	0.04537939254449719	
Anp	1	0.45	positive	304	1318	3.505162782939824	157	3.4557987069887908	14.0	-3.918042820149051	0.02426209789236278	-3.5324412909301026	0.0742790543015447	
Anp	1	0.452	positive	302	1292	3.5732944171530443	157	3.4336276367955896	14.0	-4.182129546276777	0.01081689969366794	-3.9787855075827885	0.05496451056954182	
Anp	1	0.454	positive	301	1263	3.3770987857299763	155	3.498247851606931	14.0	-3.461261971124415	0.03736739817637621	-3.0940679551638723	0.09476443118904719	
Anp	1	0.456	positive	298	1228	3.7011450123833085	150	3.5206274279874226	14.0	-3.4764223236060263	0.029035170771539973	-3.191218917314648	0.08988434040532094	
Anp	1	0.458	positive	295	1192	3.9096881571846542	151	3.370236469994384	13.0	-3.988097146927913	0.01981115516448596	-3.7078467056582234	0.06418293599491195	
Anp	1	0.46	positive	290	1170	3.366777732969283	148	3.3936214412960224	13.0	-3.6976985214085762	0.029325958146281018	-3.359426503718864	0.07948751434379726	
Anp	1	0.462	positive	290	1143	3.6233297679800254	149	6.654549404179227	26.0	-0.40705456312878696	0.2343861180435184	-0.5195338975681365	0.4850039137455465	
Anp	1	0.464	positive	287	1117	3.3807619243562055	154	3.435975706242079	13.0	-3.345307879224174	0.03463611770570532	-3.0744551252316046	0.08573414710575662	
Anp	1	0.466	positive	287	1093	3.168981922875216	153	3.4509354542173	13.0	-2.8756264129431717	0.07235488668128832	-2.535861311674211	0.1272965988856648	
Anp	1	0.468	positive	285	1068	3.5519378586719466	151	3.3168843567848993	12.0	-3.1502273669779974	0.0726672309360541	-2.792490187016336	0.10841130129414622	
Anp	1	0.47000000000000003	positive	281	1044	3.9564544819768903	146	3.206296772959066	10.0	-2.2997543908338107	0.3341656660207236	-2.2476432119972767	0.15080229095285883	
Anp	1	0.47200000000000003	positive	278	1017	3.8280257199667176	145	3.3243606956091805	12.0	-3.1939144318750925	0.04484063418422732	-2.901738894540991	0.09472557349223001	
Anp	1	0.47400000000000003	positive	277	997	3.6568522208977483	146	3.370989555482186	12.0	-2.5181876061405015	0.12211322492456475	-2.151263279810654	0.1520573618334119	
Anp	1	0.47600000000000003	positive	275	981	3.650435642511939	145	3.1500171618244845	10.0	-2.610689696763866	0.22916238985014825	-2.3363273209416415	0.1426180604366643	
Anp	1	0.47800000000000004	positive	270	955	3.3066328145724486	141	3.38562430087271	12.0	-2.2854292977327693	0.1312555782870093	-1.964786764794896	0.15832470508890062	
Anp	1	0.48000000000000004	positive	267	936	3.558276261112499	140	3.06386502392494	9.0	-2.663225905451076	0.2617778490657038	-2.6418790660014495	0.11374782543187799	
Anp	1	0.48200000000000004	positive	264	916	3.9654485810572004	138	3.1375536903382035	9.0	-1.6701572051535516	0.48872543976968374	-1.8508692179432567	0.18875364989055132	
Anp	1	0.48400000000000004	positive	263	897	3.8434815378891676	137	3.12609738371213	9.0	-2.249381439864821	0.3294703617997621	-2.1993419536428727	0.1520435302277884	
Anp	1	0.48600000000000004	positive	259	877	3.6393620409786416	137	3.097116972954608	9.0	-2.808252143943828	0.19838030704521392	-2.568529076704466	0.11820616349556984	
Anp	1	0.48800000000000004	positive	255	861	3.592315930445681	128	2.8465755684410317	8.0	-5.73137377785021	0.014136994092908481	-5.394018760272566	0.024591289256854314	
Anp	1	0.49	positive	251	837	3.928858797883744	127	3.214514553176418	10.0	-2.833920350987845	0.09785042802060119	-2.46444740410725	0.1159473001304496	
Anp	1	0.492	positive	248	816	3.4900000000000007	126	3.1048818540340837	9.0	-3.2148777674012505	0.10332589647854343	-2.8214473765115837	0.09766516275316567	
Anp	1	0.494	positive	248	791	4.016884352816706	129	3.240318018488556	10.0	-2.52560133405756	0.14040539798212462	-2.1021702412694574	0.16130350618967726	
Anp	1	0.496	positive	245	781	3.4791294244116275	126	3.0553073176271726	9.0	-3.625388028537463	0.0506797362501707	-3.2456205472238526	0.07306870396081239	
Anp	1	0.498	positive	243	763	3.8575460172579423	126	3.3243569566201177	10.0	-1.5048364225988524	0.38447700209687896	-1.2772094401875789	0.272837882519537	
Anp	1	0.5	positive	240	754	3.5990515965368517	122	3.3314396253961185	10.0	-1.4721283933459888	0.3925646846539802	-1.2323675435975705	0.2834340762887929	
Anp	1	0.502	positive	238	733	3.668914070097371	123	3.1907128362723753	9.0	-1.6010795213683684	0.391777710760147	-1.5180073213942369	0.2079030341325877	
Anp	1	0.504	positive	238	720	3.336986969725009	124	3.21545359100953	9.0	-1.259162880485981	0.503382204497159	-1.2456854807721025	0.2621311536040468	
Anp	1	0.506	positive	236	702	3.2421360311446157	123	3.2329421683369612	9.0	-0.9347217197682935	0.6223164218053732	-1.0054211174536896	0.31864045399534424	
Anp	1	0.508	positive	236	688	3.6142688431660717	123	2.988165475648299	8.0	-2.2849006161721275	0.26756567592075986	-2.0445683767383533	0.15429753626214454	
Anp	1	0.51	positive	236	666	3.841934292968865	124	2.828528140765815	7.0	-2.9255544292548614	0.19646496170569983	-2.7363389305296333	0.08739348973745639	
Anp	1	0.512	positive	233	651	3.8431408222474506	127	2.860229588068144	7.0	-2.305675700661908	0.31655579568267134	-2.2349867755279016	0.12601953037739005	
Anp	1	0.514	positive	229	637	4.704691975090647	126	2.914467909836274	7.0	-0.890211211511823	0.7128172411894412	-1.3324705142885644	0.24454497582563262	
Anp	1	0.516	positive	223	623	3.4645295952694655	120	2.7157328201524633	6.0	-2.3939522605364165	0.36748797220501817	-2.691507987734398	0.089428429455627	
Anp	1	0.518	positive	223	605	4.014310289326032	125	2.7622408047464755	6.0	-0.9377217313562358	0.7283074615460717	-1.7743414020981687	0.16357473941654455	
Anp	1	0.52	positive	221	589	2.889930429621814	124	2.719306914352746	6.0	-1.8793592704725621	0.4670574149524893	-2.191535780033599	0.12500427207451517	
Anp	1	0.522	positive	220	579	3.3155489729861207	124	2.7047463460309755	6.0	-2.4397210153760893	0.3277129303990486	-2.5607724188597194	0.09627820353778833	
Anp	1	0.524	positive	217	570	3.3507444134668183	122	2.698411595632415	6.0	-2.40751345021872	0.3356997994864416	-2.4589370164304554	0.10799130872260801	
Anp	1	0.526	positive	215	555	3.6806968799772917	122	2.5739754790181886	5.0	-1.8671704537543024	0.5458031314364165	-2.7097728755848114	0.09735650463790312	
Anp	1	0.528	positive	210	538	2.9366436421777675	117	2.561672729238459	5.0	-2.2872030362219196	0.44149932691798965	-2.844639343313132	0.08824145793074907	
Anp	1	0.53	positive	207	525	3.0859977751075234	117	2.585023570055676	5.0	-1.4808299151535391	0.6162166677277696	-2.2969215906116096	0.12194020558441086	
Anp	1	0.532	positive	205	515	3.354238781827816	117	2.617861258168535	5.0	-0.587954892487971	0.8450146254245121	-1.7819867406129215	0.17428506015663348	
Anp	1	0.534	positive	201	506	3.3662736096771737	114	2.6075329907021	5.0	-0.7657857206151513	0.7949866015054495	-1.836558647427268	0.16562921986450285	
Anp	1	0.536	positive	166	356	3.671692630245978	94	3.438102206087256	7.0	0.2880149844627695	0.8476277251533664	-0.22311788230813345	0.6171124873739282	
Anp	1	0.538	positive	165	347	3.0901675082313003	96	3.0823543994922606	6.0	-0.88351881624647	0.5885743305594109	-1.0408166502400562	0.30493919009678283	
