treatment	run	threshold	component	nodes	edges	sigma	dominating_size	alpha	xmin	exp_r	exp_p	logn_r	logn_p
Anp	2	0.24400000000000002	negative	114	155	0.0	84	3.9336976029731328	6.0	0.16893340932726697	0.8077159682378101	-0.04757393457630665	0.7489410913132859	
Anp	2	0.24600000000000002	negative	110	149	0.0	81	3.999930911671825	6.0	0.20705998592831554	0.7604006532014597	-0.04034723479770741	0.7677345439001673	
Anp	2	0.24800000000000003	negative	107	140	0.0	79	2.7551571699059356	3.0	-0.5956460236822068	0.7651213626661071	-0.9810592667975155	0.31231673085459866	
Anp	2	0.25	negative	87	118	0.0	62	2.6903777680522865	3.0	-1.0304187934914493	0.5455235807253388	-1.2173287261496535	0.27507625636273836	
Anp	2	0.252	negative	86	113	0.0	57	2.332625710424876	2.0	-2.173943443718236	0.4183509567493787	-2.6788617826236147	0.09991787690455729	
Anp	2	0.254	negative	85	109	0.0	56	2.378162120898237	2.0	-1.0599551788378894	0.6964303096824158	-2.001082627957721	0.13924758141484875	
Anp	2	0.256	negative	83	104	0.0	54	2.808615276217636	3.0	-0.360150145514496	0.8123300302463481	-0.6967655591106519	0.3832476843237492	
Anp	2	0.258	negative	77	94	0.0	51	2.8449911621105373	3.0	-0.24851706574656784	0.8491436230579892	-0.5365424894183817	0.39763303014232865	
Anp	2	0.26	negative	44	49	0.0	26	2.667523984807455	2.0	-0.9708057155219005	0.40813675112410996	-0.975036042921877	0.18131622132771152	
Anp	2	0.262	negative	41	45	nan	26	3.2919540952808655	3.0	-0.4074403506474087	0.46125564116297635	-0.37116833005867744	0.4408779995230696	
Anp	2	0.264	negative	38	40	nan	26	3.3659081197479206	3.0	-0.4213064865728686	0.2975024014428006	-0.37749299036327344	0.3958048840474948	
Anp	2	0.266	negative	32	38	0.0	22	2.377125803278612	2.0	0.7089234525278787	0.6021264278871745	-0.19638752387036829	0.32253163346761016	
Anp	2	0.268	negative	29	35	0.0	24	2.364902934174691	2.0	0.30915973779819694	0.8132839878645497	-0.2692265660951467	0.3797154319198184	
Anp	2	0.27	negative	27	32	0.0	22	1.7778602860341635	1.0	-2.422789324236771	0.2405332047596026	-2.814609411511645	0.034809795292620016	
Anp	2	0.272	negative	27	32	0.0	22	1.7778602860341635	1.0	-2.422789324236771	0.2405332047596026	-2.814609411511645	0.034809795292620016	
Anp	2	0.274	negative	25	30	0.0	20	2.427363626952573	2.0	-0.15904255761113295	0.8780362048326197	-0.39616558012248726	0.373210037714944	
Anp	2	0.276	negative	25	29	0.0	20	2.516311988558326	2.0	0.2772937424282198	0.7619030004804583	-0.25334055306762926	0.427016981753671	
Anp	2	0.278	negative	25	29	0.0	20	2.516311988558326	2.0	0.2772937424282198	0.7619030004804583	-0.25334055306762926	0.427016981753671	
Anp	2	0.27999999999999997	negative	25	29	0.0	20	2.516311988558326	2.0	0.2772937424282198	0.7619030004804583	-0.25334055306762926	0.427016981753671	
Anp	2	0.282	negative	24	28	0.0	19	2.5385634906798793	2.0	0.07081614080949938	0.9397462828087533	-0.3140254820347915	0.41347099411649624	
Anp	2	0.284	negative	24	28	0.0	19	2.5385634906798793	2.0	0.07081614080949938	0.9397462828087533	-0.3140254820347915	0.41347099411649624	
Anp	2	0.286	negative	20	24	0.0	16	2.454175453754873	2.0	-0.8074352823841331	0.31398352568338206	-0.8018105949738824	0.3039762553663681	
Anp	3	0.2	positive	554	17783	1.58669460113783	195	2.036627521785193	34.0	-71.0164532965857	1.782030357190779e-21	-64.18399160764046	6.512670683458121e-11	
Anp	3	0.202	positive	551	17440	1.579688520717565	193	2.0452225709508056	34.0	-69.83500181400724	3.5321249451202915e-21	-63.168757445349485	1.3029351567222046e-10	
Anp	3	0.20400000000000001	positive	549	17136	1.5908373919529144	196	2.0753283444099946	36.0	-67.98049281967258	1.83255980422634e-23	-64.65573181598435	4.88695070175802e-11	
Anp	3	0.20600000000000002	positive	549	16818	1.6022540546353683	197	2.0000728276377933	30.0	-72.16137201558219	1.6441773306537233e-19	-62.626711256778606	9.894167551888024e-11	
Anp	3	0.20800000000000002	positive	549	16497	1.6123360208872035	195	1.9828137858781525	29.0	-74.65395890625683	5.646815202781537e-21	-65.82029028657733	1.6975270606355325e-11	
Anp	3	0.21000000000000002	positive	547	16191	1.6291539885490705	187	1.9956135791730376	30.0	-74.62391017332065	1.2743004004489997e-23	-68.515873968008	3.4866967777762575e-12	
Anp	3	0.21200000000000002	positive	545	15899	1.636855127729401	188	1.9790115691708356	28.0	-74.29269683072104	7.048448604326516e-21	-65.4018470513295	1.6480068443213093e-11	
Anp	3	0.21400000000000002	positive	542	15609	1.6408269170746568	187	1.9674999992561464	27.0	-75.31566659831387	5.317737045844337e-21	-66.17653832363436	1.0440050155593413e-11	
Anp	3	0.21600000000000003	positive	541	15325	1.642991133288509	191	1.9741739690365376	27.0	-74.03863330797978	1.1826286832304425e-20	-65.0362962020615	1.948715987268512e-11	
Anp	3	0.21800000000000003	positive	541	15046	1.660473465572389	193	1.9340888298581085	25.0	-79.8638202244982	3.6505649834755924e-23	-71.23866972239199	6.267687139458517e-13	
Anp	3	0.22	positive	539	14774	1.6614430610664943	196	1.920865393629856	24.0	-80.76054164636214	7.591490035747062e-23	-71.56868272854345	5.905895644734435e-13	
Anp	3	0.222	positive	539	14499	1.6619671661410012	199	1.9885963235803439	27.0	-72.45418101702528	6.345752103973093e-22	-65.2906505616548	9.434856842296624e-12	
Anp	3	0.224	positive	538	14225	1.6604690221773235	180	1.9759944647439296	26.0	-73.48395927652652	6.15084018260445e-22	-66.03456824809597	6.000634961883094e-12	
Anp	3	0.226	positive	536	13967	1.6949856524725264	182	2.0026744564994807	27.0	-70.30928114710315	1.6485916473406761e-21	-63.606088146491366	2.7260117921308245e-11	
Anp	3	0.228	positive	536	13699	1.7053736446742471	171	1.993751472575528	26.0	-70.63196192127754	6.074810821513678e-21	-63.245378308646025	3.243645189971249e-11	
Anp	3	0.23	positive	534	13441	1.7131329997543916	171	1.9830634088635353	25.0	-71.05437098895696	1.5800698522569526e-20	-63.03725927256009	2.9838545351069764e-11	
Anp	3	0.232	positive	533	13206	1.7216583943975035	175	1.969900626796942	24.0	-72.1460473893844	2.003616862526871e-20	-63.658501712901526	2.173281102977788e-11	
Anp	3	0.234	positive	530	12966	1.7168454761557257	174	1.9599656221488948	23.0	-71.9235298256796	4.871775723046911e-19	-62.103358344201034	7.056554002034619e-11	
Anp	3	0.23600000000000002	positive	528	12731	1.7475101499377526	179	1.9103001186644697	21.0	-79.10354042793355	3.962049003228097e-22	-69.83020769928847	1.0083098228462661e-12	
Anp	3	0.23800000000000002	positive	527	12507	1.722142952790254	183	1.9213338562791384	21.0	-76.11572604631228	3.136400793196053e-20	-66.08109016888443	1.0216859299904693e-11	
Anp	3	0.24000000000000002	positive	525	12284	1.7534553523396401	183	1.9346318386629435	21.0	-72.84356715824295	2.259427854194744e-18	-62.0833874845982	7.235031640285745e-11	
Anp	3	0.24200000000000002	positive	521	12053	1.7517731186255798	183	1.9152596774932569	20.0	-74.84053998899745	5.4267466442274815e-19	-64.01389861174587	1.9950700775715658e-11	
Anp	3	0.244	positive	518	11832	1.7457397174846323	181	1.8968270651768233	19.0	-76.6570266576547	2.1800031046634596e-19	-65.59706216496318	6.930466628499883e-12	
Anp	3	0.246	positive	516	11595	1.800125458632993	175	1.8779405127680113	18.0	-78.89319521707372	9.318350660465376e-20	-67.55668283697099	2.2637829529998456e-12	
Anp	3	0.248	positive	515	11388	1.7810442077878104	178	1.8572874795678955	17.0	-80.96401194108935	5.881825014806352e-20	-69.14380037334224	1.0995124094310658e-12	
Anp	3	0.25	positive	511	11171	1.7913429557046863	166	1.8419528266179417	16.0	-81.77439952428914	6.398954176664105e-19	-68.91017592473729	1.4384078866888322e-12	
Anp	3	0.252	positive	509	10962	1.8040181986579507	168	1.8177729703802474	15.0	-85.59698001596941	5.23995955715685e-20	-72.62229490561407	2.1277840138795153e-13	
Anp	3	0.254	positive	506	10778	1.8079601977027742	170	1.862561417213512	16.0	-75.93893651751124	4.293997402347832e-16	-62.178714138748596	6.855557240903295e-11	
Anp	3	0.256	positive	504	10582	1.8344208309703787	174	1.8361875990472751	15.0	-80.38945831704316	1.2477751265688106e-17	-66.75389492358806	4.957584801419837e-12	
Anp	3	0.258	positive	502	10398	1.8347449042321946	173	5.653986010816154	87.0	-5.669547893607872	4.4029424952248895e-09	-12.912960134462367	0.002930196655958088	
Anp	3	0.26	positive	499	10172	1.8350112115872415	175	1.8150226650655683	14.0	-83.39427850095075	8.15851925382347e-19	-70.05711382771526	6.530384589882591e-13	
Anp	3	0.262	positive	497	9940	1.8646197425096274	177	5.515785839223701	84.0	-6.0580382959906	2.746562146248716e-11	-15.32894441147645	0.0007569887525654305	
Anp	3	0.264	positive	495	9753	1.8930793757620206	177	6.036315052037569	86.0	-4.608780073509234	7.772420361936824e-08	-10.792481378941146	0.006606046940672345	
Anp	3	0.266	positive	493	9572	1.8478995122940731	174	1.7732115662047068	12.0	-87.98229357441934	4.64322874204332e-19	-73.90017458919573	6.02615160169754e-14	
Anp	3	0.268	positive	490	9412	1.9028866369305	174	1.7815855967110195	12.0	-85.39247111441138	5.041214213618057e-18	-71.22835581897917	2.1968685543447224e-13	
Anp	3	0.27	positive	489	9235	1.942197107820892	175	7.3206279157844145	90.0	-2.747387654947512	4.389607377367621e-06	-7.3639815531116115	0.022773344480864297	
Anp	3	0.272	positive	488	9069	1.906218845485816	177	7.120072262972649	88.0	-2.9590135877574673	1.345815113435904e-06	-8.1101508133234	0.01736600170593674	
Anp	3	0.274	positive	484	8888	1.9546827162003104	185	1.8008663208620863	12.0	-80.47125044274601	1.1507248647175507e-16	-66.51559334797481	2.2279086329558926e-12	
Anp	3	0.276	positive	482	8703	1.9661733576695228	185	7.340650486828047	86.0	-2.6820009003220058	7.062223400233326e-06	-6.963809849416148	0.02733670363753538	
Anp	3	0.278	positive	476	8527	1.9586081900607952	182	7.0693546316173554	84.0	-2.9419341976219013	2.6805145233981235e-07	-8.415854019498532	0.012719975376372775	
Anp	3	0.28	positive	474	8361	1.9704149829803428	182	6.990830717496361	82.0	-2.958392655499377	1.517439822185457e-06	-7.709391186992331	0.016938234748433804	
Anp	3	0.28200000000000003	positive	473	8228	1.9863610496141275	173	7.119651012409675	81.0	-2.7673872589593236	1.3903455895062333e-05	-6.636136376062557	0.028961584545363152	
Anp	3	0.28400000000000003	positive	471	8072	2.044259631377258	171	7.1695774688610925	81.0	-2.7156231613559476	1.9448623962636637e-06	-7.499313614978972	0.019722882329434928	
Anp	3	0.28600000000000003	positive	470	7930	2.0587727690860915	183	7.2331466625517296	79.0	-2.5826183238291542	5.36635048538622e-05	-5.949733366265879	0.04355987878540103	
Anp	3	0.28800000000000003	positive	468	7780	2.053547702537199	185	6.86662017172166	77.0	-3.0663586412439328	1.3403225233007951e-06	-8.043665658261805	0.0186834358351436	
Anp	3	0.29000000000000004	positive	468	7627	2.036684005738729	186	6.5879706675669345	75.0	-3.4079861120058883	3.0641839612634525e-07	-9.247999193532406	0.013706732822585853	
Anp	3	0.29200000000000004	positive	466	7474	2.0477148853040177	186	1.7462721935713161	9.0	-83.54661644264779	1.2446084439162341e-15	-68.49522668349266	1.0679907940342351e-12	
Anp	3	0.29400000000000004	positive	465	7319	2.080139157924546	187	7.9424374056435925	77.0	-2.1347533401818946	0.00037122733551114395	-4.419359712723545	0.10068006896225115	
Anp	3	0.29600000000000004	positive	464	7166	2.104193991093024	186	1.7105977966137946	8.0	-91.26573875848344	4.696538859487404e-18	-76.57844016976865	1.0905163252797534e-14	
Anp	3	0.29800000000000004	positive	462	7011	2.13365445424244	184	1.7173589251997765	8.0	-88.71087890930379	3.3549663279122205e-17	-73.96163643892542	4.8847793202557356e-14	
Anp	3	0.30000000000000004	positive	459	6865	2.0589385840217576	187	1.7246843034794956	8.0	-86.4054067845267	1.7220029770724048e-16	-71.74803569738843	1.638006728011676e-13	
Anp	3	0.30200000000000005	positive	456	6751	2.0738747315342834	186	4.6914799303911074	57.0	-7.315491663814136	1.3174997943263289e-09	-14.397820277412748	0.0016347521370979785	
Anp	3	0.30400000000000005	positive	454	6629	2.109854143820658	188	4.509182295021285	55.0	-8.332536784275302	2.820396889124772e-12	-17.650638316495492	0.000282142583316486	
Anp	3	0.306	positive	451	6472	2.224391649851635	186	1.7386865389904824	8.0	-83.4930738350582	3.5753726820506616e-16	-69.03869105942553	6.108552545928826e-13	
Anp	3	0.308	positive	449	6333	2.2201040966404983	184	4.897160005925199	56.0	-6.318339104477009	4.951019183168266e-09	-12.96148457268226	0.0023014455847465707	
Anp	3	0.31	positive	449	6211	2.2178691809259887	189	4.833188046423899	55.0	-6.331945477552733	3.1648561818365065e-09	-12.84059888346107	0.00177105557460092	
Anp	3	0.312	positive	447	6089	2.2637339030197965	195	5.164553257368973	56.0	-5.2047574194700585	3.4658590447337654e-07	-10.103014345171196	0.006996041483960092	
Anp	3	0.314	positive	442	5974	2.216184176287987	191	4.757213669431632	53.0	-6.708396492396237	1.726710467450856e-10	-14.256530047143864	0.0008230173122008438	
Anp	3	0.316	positive	441	5850	2.257666843220339	191	4.682917023375599	51.0	-6.754811651793815	9.539233696985288e-09	-12.629259678101093	0.00234647904631095	
Anp	3	0.318	positive	440	5738	2.272487396104349	194	4.793135672194688	51.0	-6.398565665688488	1.9363774293027774e-08	-12.318057458101912	0.0031600934407677874	
Anp	3	0.32	positive	439	5623	2.284816771198613	188	4.740092983507974	49.0	-6.28461220325299	9.462202200566019e-07	-10.270019327396092	0.008158393483672265	
Anp	3	0.322	positive	434	5525	2.307531010719743	184	4.291082095781218	45.0	-8.282231412139247	1.3536170654297839e-08	-13.251791377821743	0.0016327371219072104	
Anp	3	0.324	positive	433	5422	2.3080564412088003	184	4.320314254978271	45.0	-8.270411656870193	8.605091436002342e-10	-14.481486035226986	0.0008102150926454814	
Anp	3	0.326	positive	432	5322	2.3939436212013034	177	4.444715233904703	45.0	-7.442991549573277	4.6942298151588636e-08	-12.301737273156789	0.002957279092059124	
Anp	3	0.328	positive	431	5229	2.3487047502035394	177	4.49900107623532	45.0	-7.371126270981363	1.3628953619776222e-08	-12.946790318242417	0.002195235226669488	
Anp	3	0.33	positive	430	5109	2.3955557406128807	180	4.430604183414116	44.0	-7.551450675446065	5.358910132374076e-09	-13.391775399479318	0.0016233334356950393	
Anp	3	0.332	positive	428	5014	2.388465816114095	188	4.525665380982693	45.0	-7.1404775517196954	5.874349155875879e-11	-14.757552600194218	0.0003895233041697651	
Anp	3	0.334	positive	425	4917	2.450769150091251	187	4.42765024417692	42.0	-7.179080263038735	3.5747678912106064e-07	-10.992975674409397	0.004556693744563704	
Anp	3	0.336	positive	425	4818	2.4825942178607	192	4.3100919337114405	41.0	-7.83960707576326	1.0485894968151866e-08	-12.910803840818268	0.0015367241652355043	
Anp	3	0.338	positive	424	4729	2.442351318943521	191	4.337946143909435	41.0	-7.680277658615841	2.1831218739047173e-09	-13.316595063459959	0.0008562266038318386	
Anp	3	0.34	positive	422	4641	2.5322482026750333	193	4.622092434843307	42.0	-6.130251811294308	7.723213370332791e-07	-9.877545022237463	0.005952640754830909	
Anp	3	0.342	positive	421	4530	2.5223972129418697	195	4.798018100418041	42.0	-5.440405078108725	6.8510314207973614e-06	-8.458975875397527	0.012155645642478112	
Anp	3	0.34400000000000003	positive	417	4436	2.559258976485878	188	4.341797328730719	39.0	-7.318595264992995	1.9378977935223305e-08	-12.084696683261601	0.0017016473571432212	
Anp	3	0.346	positive	417	4336	2.520383689271459	194	4.302811453587468	38.0	-7.2684307024775014	1.1363795515487494e-07	-11.42884822173024	0.003142459869178317	
Anp	3	0.348	positive	415	4238	2.567553539067316	193	4.432884309883739	39.0	-6.598751786046147	2.6763635322160974e-08	-11.64891717493861	0.002574739372001668	
Anp	3	0.35	positive	413	4160	2.577935057488793	191	4.299202483611697	37.0	-6.944917194160629	2.1577877202226726e-07	-10.889269126972106	0.004166112436379048	
Anp	3	0.352	positive	412	4051	2.624245190924651	184	4.737042028287595	39.0	-5.107579778088472	7.13472283855749e-06	-8.110569115930542	0.012946600919342823	
Anp	3	0.354	positive	410	3965	2.6497660690969753	191	4.638005276558463	38.0	-5.36263940436546	2.2971564708980507e-06	-8.67635087159735	0.008611098385050914	
Anp	3	0.356	positive	410	3877	2.6856626596976687	188	4.858426433585185	38.0	-4.444565763141734	0.00013096639795931973	-6.3507557585806795	0.030818767142351013	
Anp	3	0.358	positive	409	3787	2.7014408016112057	188	4.467353678460818	35.0	-5.677299877174404	1.9933548594704735e-05	-7.902821009531613	0.014148694499414381	
Anp	3	0.36	positive	406	3713	2.666470754894855	188	4.11449687090434	33.0	-7.4307043997584215	4.4367209831823643e-08	-11.591336089254318	0.0018757572832771839	
Anp	3	0.362	positive	406	3636	2.7720368052665494	188	3.860524302099556	31.0	-9.063928159066656	8.170518074806702e-10	-14.610123212681351	0.0006449118378815591	
Anp	3	0.364	positive	404	3566	2.6945965119397313	190	4.072129880240226	32.0	-7.369711888698725	1.232850635720124e-07	-11.279472082555934	0.002732813297782052	
Anp	3	0.366	positive	402	3475	2.776252083387289	192	4.066963882011935	31.0	-7.163371683774522	7.028503968685183e-07	-10.266686300647638	0.004318923490583322	
Anp	3	0.368	positive	401	3396	2.769862370534687	189	3.93885233350482	30.0	-7.769917142911278	1.1264387356227622e-07	-11.472951569424492	0.002474753615786545	
Anp	3	0.37	positive	398	3328	2.891528990938106	184	4.020847289441728	30.0	-7.318367500904035	3.673659526361235e-07	-10.745895064722951	0.003833409902673447	
Anp	3	0.372	positive	395	3249	2.8166368429814685	180	3.837883476194361	28.0	-8.174516903200804	3.794069684501114e-07	-11.106061802938893	0.003038192128000733	
Anp	3	0.374	positive	394	3190	2.7732844385842577	181	4.002676335523815	29.0	-7.054985611430362	1.5087068604814008e-06	-9.88849908271129	0.005299812411709399	
Anp	3	0.376	positive	394	3119	2.825250343198092	182	3.765748693590953	27.0	-8.401538573610132	1.4647441445725283e-07	-11.621887193858417	0.002089090299797489	
Anp	3	0.378	positive	391	3037	2.8667132954041614	183	3.6792136331926675	26.0	-8.916240058988588	4.9570216916153035e-08	-12.430596512412457	0.0014838392221177726	
Anp	3	0.38	positive	391	2981	3.0119506181827123	183	3.770333881852416	26.0	-8.077493822526502	8.629982051223535e-07	-10.667734280896333	0.003720499163617085	
Anp	3	0.382	positive	389	2923	2.950291943467566	183	3.662339744937933	25.0	-8.657901849627514	4.895763002428367e-07	-11.308051059868836	0.0029804245423261616	
Anp	3	0.384	positive	388	2864	2.8648530868247772	188	3.3971478275787517	22.0	-10.654490863246568	6.714546381894074e-07	-12.213085052379181	0.002221711422082739	
Anp	3	0.386	positive	385	2797	2.97986388021177	187	3.459663038266331	22.0	-9.612529032445625	9.099937828301597e-06	-10.451003663538238	0.005770031478402384	
Anp	3	0.388	positive	382	2726	2.912788962308131	188	3.4901321761693804	22.0	-9.172103596937617	8.03833572620318e-06	-10.2078334008458	0.005464165788746349	
Anp	3	0.39	positive	380	2659	3.050761446500519	187	3.2348510687645335	20.0	-12.030132458523184	1.6307625986111796e-08	-14.410135533068566	0.0004199834508441855	
Anp	3	0.392	positive	378	2603	2.9747251721266563	186	6.256043036707362	35.0	-1.6932017387892924	0.006723590387149629	-2.8266290629917967	0.1417598664295206	
Anp	3	0.394	positive	376	2553	2.9668913298804256	185	9.470775986820541	42.0	-0.5277785299545994	0.038106012837261886	-0.8657878997184636	0.32589609820762044	
Anp	3	0.396	positive	372	2501	3.124842915202863	185	3.337351066931483	20.0	-10.269569442644862	8.189076873038414e-07	-11.942302945762332	0.0022866907719675104	
Anp	3	0.398	positive	370	2436	3.11124387144432	183	9.230473230790562	41.0	-0.28283475167400596	0.316588302784652	-0.5306528702592681	0.5468182058373621	
Anp	3	0.4	positive	369	2381	3.2900199105335797	183	5.337902886121674	31.0	-2.250512121242214	0.0022163373693517173	-3.4908512875608424	0.08538162853495265	
Anp	3	0.402	positive	367	2338	3.1173864349168454	184	7.54550757752648	38.0	-0.7540404504214351	0.02956537882021237	-1.5774022752456518	0.2573797540686025	
Anp	3	0.404	positive	365	2307	3.0339690093744376	187	6.946764505301971	37.0	-1.014101464433005	0.003502848699740711	-2.5298345679202145	0.12823349790839597	
Anp	3	0.406	positive	363	2250	3.145522551827699	184	3.0963684155534295	17.0	-11.801916910825332	3.170387274203052e-07	-13.22494965294256	0.0011509942209989722	
Anp	3	0.40800000000000003	positive	360	2208	3.088304454711258	182	5.538717985739895	31.0	-1.8368984373783739	0.004225827629010503	-2.9811199875965677	0.10914157105283283	
Anp	3	0.41000000000000003	positive	355	2157	3.1263824540260003	175	5.2898951361031195	30.0	-2.0219247364692396	0.0030686469020500162	-3.23869966624656	0.09735714839308698	
Anp	3	0.41200000000000003	positive	355	2111	3.2131369966086543	178	5.675859431396449	31.0	-1.5317755973218103	0.009790966273206952	-2.4012516596088065	0.1393331501028387	
Anp	3	0.41400000000000003	positive	354	2057	3.2199015980074255	175	5.175437143032698	28.0	-1.796607792625461	0.032526101601348334	-2.07089318544055	0.19258151224168307	
Anp	3	0.41600000000000004	positive	351	2013	3.2518534918671413	178	5.389299802635966	28.0	-1.337969164067252	0.11240082190587149	-1.303741777955254	0.3014932580420644	
Anp	3	0.41800000000000004	positive	349	1957	3.407816744475093	176	4.63477142945418	25.0	-2.611831674207392	0.0051895116816680735	-3.1925539885950163	0.0845333523008328	
Anp	3	0.42000000000000004	positive	348	1915	3.37998790948853	182	4.81927481358629	25.0	-1.974568809095989	0.04058660632460381	-2.044275904416681	0.17924383621339834	
Anp	3	0.42200000000000004	positive	347	1870	3.3923061858438253	180	4.950392272276398	25.0	-1.5468325151196045	0.10110454132797088	-1.451864788098192	0.24979136654810985	
Anp	3	0.42400000000000004	positive	344	1823	3.2731417234346933	179	4.51711557621763	23.0	-2.37329236677363	0.024259837692656692	-2.47806042283931	0.13225137392248015	
Anp	3	0.42600000000000005	positive	338	1786	3.4815482204934676	175	4.691247310196902	24.0	-1.779704075265605	0.06925011933859082	-1.7523224438767806	0.22577697173388334	
Anp	3	0.42800000000000005	positive	337	1760	3.6462638076673164	175	4.195090538825648	21.0	-2.8390342046725423	0.02023880749529625	-2.834457661855031	0.11464020962327287	
Anp	3	0.43000000000000005	positive	335	1726	3.325093934277493	174	4.226577325588691	21.0	-2.6010017106553476	0.03249227078371848	-2.5203939929841304	0.1469096135542097	
Anp	3	0.43200000000000005	positive	332	1691	3.174400995186327	173	3.9796642762934757	20.0	-3.7029938411361782	0.001646614465052114	-4.315372663354258	0.04508617021191771	
Anp	3	0.43400000000000005	positive	331	1664	3.4617562473761962	172	4.044246515502216	20.0	-3.235893184061549	0.00801109646715341	-3.4764785041206285	0.08373259502519431	
Anp	3	0.43600000000000005	positive	330	1628	3.24862583316636	174	3.7101516364795546	18.0	-4.601939029908946	0.0008927906509412621	-5.189869625086031	0.030452668629406276	
Anp	3	0.43800000000000006	positive	329	1603	3.4318888774418332	173	4.002724981213143	19.0	-3.164774417264219	0.01739388193207003	-3.157642350505416	0.10758762121675731	
Anp	3	0.44	positive	325	1567	3.359970474149641	170	3.9541874086260327	19.0	-3.415969043931167	0.0059407053166816385	-3.729137136516941	0.07545218853526876	
Anp	3	0.442	positive	320	1540	3.6010240480923232	168	3.0820482825097315	13.0	-8.373985969993512	0.00022383722417296706	-8.295963301696306	0.007891703323830941	
Anp	3	0.444	positive	317	1495	3.507880965327388	166	3.1288588705936027	13.0	-7.780878619262737	0.0003992938499872581	-7.644524801904755	0.01076327933289311	
Anp	3	0.446	positive	316	1459	3.5409001451695215	164	8.055858086943537	31.0	-0.3413540913611772	0.20477475769496734	-0.5583934977718199	0.4948407669461723	
Anp	3	0.448	positive	310	1428	3.3712877254414795	163	7.229293755335922	29.0	-0.49455807061974877	0.13593183235942066	-0.7551797581775783	0.40610320025094926	
Anp	3	0.45	positive	306	1394	3.6042155813985657	156	8.164185640538964	30.0	-0.31132785874838964	0.23961481218149527	-0.448497619670555	0.5073540262088261	
Anp	3	0.452	positive	301	1358	3.425872738773321	157	3.451063807395358	15.0	-5.342177924356967	0.000534464692816199	-5.830441492589486	0.02339788794930587	
Anp	3	0.454	positive	301	1329	3.5659921057135757	158	3.535304572917023	15.0	-4.552546043307758	0.004078635773649034	-4.5202923494753735	0.051095350109171433	
Anp	3	0.456	positive	299	1305	3.1465651209471486	158	3.573998616401604	15.0	-4.1622996957472775	0.009388938783940646	-3.971391919854203	0.07309985097597674	
Anp	3	0.458	positive	297	1278	3.5019386730071957	157	3.6909065321898535	15.0	-3.741343745030648	0.014995242059539643	-3.487103780433465	0.08670684150305558	
Anp	3	0.46	positive	291	1257	3.540570409199727	151	3.699941357951279	15.0	-3.669678023834279	0.017083859439407857	-3.3951739951167657	0.09492569457492687	
Anp	3	0.462	positive	289	1224	3.329067371620105	151	3.4597815950767132	14.0	-5.26787113795168	0.0005699883423703995	-5.731147017500711	0.024009755835656357	
Anp	3	0.464	positive	288	1200	3.3475311440320294	152	3.5511346076228727	14.0	-4.429690137782547	0.0046463321259406195	-4.391740910534795	0.05415084852519363	
Anp	3	0.466	positive	286	1173	3.3802526770841363	153	3.512159741942582	14.0	-4.5330105744808575	0.0022075048008411966	-4.733235755141439	0.0398183912466704	
Anp	3	0.468	positive	285	1153	3.2904859980002286	155	3.4940293021699125	14.0	-4.6232756696002	0.0014957112072904602	-4.99467506890692	0.03685904908216831	
Anp	3	0.47000000000000003	positive	285	1128	3.4005790561760585	156	10.895939183504314	29.0	-0.9216325248008808	1.3265473842586875e-10	-0.9171712903847451	9.575973487445614e-09	
Anp	3	0.47200000000000003	positive	282	1107	3.568413035257775	153	10.621773014046203	29.0	0.22724883087017833	0.04458131482873843	0.2018562725251063	0.4241577237909394	
Anp	3	0.47400000000000003	positive	278	1087	3.3030143909994645	149	9.920078462827263	27.0	-0.026821601034379805	0.8966143518459632	-0.03821750502711585	0.6748117113428618	
Anp	3	0.47600000000000003	positive	275	1061	3.3504723858746543	149	9.478962651672612	27.0	-0.0366527533925205	0.8458434980899086	-0.034781641434474375	0.8136565518577947	
Anp	3	0.47800000000000004	positive	272	1045	3.4299823780415455	147	9.95217939856197	27.0	-0.035733714572744546	0.8518852569635151	-0.036271909066564856	0.7279435281101683	
Anp	3	0.48000000000000004	positive	268	1022	4.011217123781058	144	10.483897952512473	27.0	-0.13164606913907995	0.3963901793316411	-0.21180006768462722	0.6696275416377412	
Anp	3	0.48200000000000004	positive	265	1002	3.632207421404849	141	3.2562080103530455	11.0	-4.4388726302172845	0.023146677376284272	-3.7844247980476227	0.07330232582701281	
Anp	3	0.48400000000000004	positive	264	987	3.618254397260053	141	10.657234088613961	26.0	-0.004454825043841204	0.9746438865459897	-0.014076798709151683	0.954766052033576	
Anp	3	0.48600000000000004	positive	262	964	3.6866371936243367	140	9.279742142123796	24.0	-0.1450429750995792	0.5533674320647539	-0.15404687579104137	0.6935767624310119	
Anp	3	0.48800000000000004	positive	259	940	3.4168993836155312	131	8.11863469722103	23.0	-0.3099421143534353	0.24918166357366212	-0.4541875822631982	0.5229143724896803	
Anp	3	0.49	positive	255	916	3.509677822627883	132	2.9247601039994544	9.0	-6.77581740888392	0.003237860444147726	-6.0919262076212135	0.02571457932232998	
Anp	3	0.492	positive	249	894	3.955366927046649	127	9.816165355052142	24.0	-0.1007735078624139	0.6002450123052481	-0.1122957152632551	0.7301714524166563	
Anp	3	0.494	positive	246	874	3.516669406223713	126	11.072550473653765	24.0	-0.1303700059602444	0.5285500723053675	-1.563396977320129	0.2080944097105385	
Anp	3	0.496	positive	242	855	3.3653036317085165	125	9.466607965983295	23.0	-0.10477703948880523	0.6543873668783584	-0.11739369889058726	0.7408800280644757	
