treatment	run	threshold	component	nodes	edges	sigma	dominating_size	alpha	xmin	exp_r	exp_p	logn_r	logn_p
AMn	3	0.31	positive	619	6297	1.113284823112917	231	2.245246726298165	13.0	42.67299231590762	2.633738197819587e-05	-1.6435740881764254	0.18713464282718173	
AMn	3	0.312	positive	619	6174	1.1534280658938127	236	2.204292043687836	12.0	42.3054913191893	5.793653595685778e-05	-2.5901452739972166	0.09852361480426161	
AMn	3	0.314	positive	617	6055	1.1199195477776924	241	2.2241286462561947	13.0	35.90246324436918	0.00018919806456564432	-2.0959925386374634	0.14060607702186734	
AMn	3	0.316	positive	613	5932	1.1083801919549623	240	2.216127348901065	12.0	41.88342550921481	5.2130521394292816e-05	-2.1012946193244373	0.13804461795259335	
AMn	3	0.318	positive	613	5842	1.1119460626539424	241	2.2200246173184874	12.0	41.107308174551484	5.6649906522754885e-05	-2.0227202908024466	0.14524469744339855	
AMn	3	0.32	positive	612	5741	1.1349917368371734	243	2.235636722068349	13.0	33.90325244804875	0.0002690557226057513	-1.8117756745757942	0.17083669609010232	
AMn	3	0.322	positive	610	5640	1.137787164797721	244	2.247749472431937	13.0	34.71684523824485	0.00017671797067641266	-1.5030238433641596	0.21145126893219657	
AMn	3	0.324	positive	605	5545	1.128587903257863	241	2.2213267904591927	13.0	29.034628552113624	0.001097453898718969	-2.163073634957134	0.1380156294419156	
AMn	3	0.326	positive	605	5441	1.1537949996705579	243	2.2049395364719135	11.0	42.83470906799599	4.953269261765976e-05	-2.0587727639703877	0.14478741920703958	
AMn	3	0.328	positive	603	5340	1.1394928170502814	241	2.2077910448730234	12.0	31.742711893696754	0.0007178120983073473	-2.3583806217080427	0.1212801237971038	
AMn	3	0.33	positive	602	5239	1.1401652598081697	248	2.210685164868166	12.0	30.856850412430255	0.000833203523746714	-2.2790811142432075	0.1273769044885907	
AMn	3	0.332	positive	598	5154	1.130926780239651	247	2.2159451759394253	12.0	30.675419898614606	0.000767418249400554	-2.1290616852140163	0.1403010028370466	
AMn	3	0.334	positive	594	5055	1.1182962097915108	250	2.210040588162452	12.0	28.804520732240725	0.0012922240356169031	-2.210714697626061	0.13493327376740355	
AMn	3	0.336	positive	588	4970	1.1611714017086878	250	2.1922494448830303	10.0	44.60832839785941	3.5361900797364925e-05	-2.0183786256415406	0.14681199018612445	
AMn	3	0.338	positive	584	4881	1.160579534138419	250	2.1958942539919706	10.0	43.54230278534937	4.145621497983973e-05	-1.952388156636971	0.15158055616905777	
AMn	3	0.34	positive	581	4792	1.1630839020957549	248	2.195022418592304	10.0	41.945804763802414	5.5028364413999074e-05	-1.9656769109967485	0.1499227082952178	
AMn	3	0.342	positive	578	4700	1.1081723977956481	251	2.188864214760078	10.0	39.39796021765506	0.00010900909438406694	-2.0988849124224807	0.1384646603227333	
AMn	3	0.34400000000000003	positive	577	4621	1.089768320336213	250	2.166107832874597	9.0	45.64288732323375	4.13201948927308e-05	-2.543496305918013	0.10193110765053892	
AMn	3	0.346	positive	575	4543	1.120367577558983	250	2.170734007875489	9.0	45.691106323676564	3.42696622930296e-05	-2.2615025272545157	0.12230722811195124	
AMn	3	0.348	positive	574	4455	1.143799186352237	229	2.162806431935522	9.0	42.014627937474756	9.577114967475261e-05	-2.553020578509985	0.10360763209776726	
AMn	3	0.35	positive	571	4364	1.1242620811792254	236	2.1605437275635904	9.0	39.75954392131912	0.00017343782651878888	-2.6311184697373013	0.10064606053728763	
AMn	3	0.352	positive	571	4269	1.1218890224159492	245	2.1379216439670756	8.0	47.636404023765365	5.2134388207134766e-05	-2.9201508626653467	0.086061254469898	
AMn	3	0.354	positive	571	4177	1.1029437875905101	247	2.200710884858661	10.0	32.3541940621409	0.0005598635796825741	-1.8813473369605749	0.16707952239462553	
AMn	3	0.356	positive	571	4099	1.115096804012009	251	2.1590289897184363	9.0	33.79525478345061	0.0006614264770195742	-2.8990024505997916	0.08424541840615268	
AMn	3	0.358	positive	565	4011	1.1371538741700407	246	2.222772363667585	10.0	33.105919846555096	0.00033913043650299416	-1.37014104610122	0.23720312648003794	
AMn	3	0.36	positive	564	3919	1.1549679368365702	246	2.1699277164791897	9.0	32.30149637523272	0.0007446277556778386	-2.595089112049802	0.10073513286285889	
AMn	3	0.362	positive	564	3861	1.1730195209130783	250	2.239692394250715	10.0	33.139465220402684	0.00024669296578053005	-1.052699939797237	0.29693607805300926	
AMn	3	0.364	positive	561	3789	1.0811008390675996	254	2.200195938222965	9.0	35.212849719007295	0.00024732438542406863	-1.7468833635032155	0.1749811150093029	
AMn	3	0.366	positive	558	3718	1.0959610490920253	255	2.2101060133368646	9.0	35.60819823955092	0.00020388032000750664	-1.4744870070253384	0.2159951653897474	
AMn	3	0.368	positive	534	3624	1.2061362542165284	245	2.1875016067711046	9.0	30.80256333462629	0.0009368296979301769	-1.972743229554636	0.1600938144275268	
AMn	3	0.37	positive	532	3552	1.1727026733174746	232	2.195182233361034	9.0	31.02543961847105	0.0008710204445028143	-1.7236788141666404	0.19337533588868538	
AMn	3	0.372	positive	527	3473	1.191754415549285	231	2.1528572859365047	8.0	33.44708932149198	0.0008377384958432334	-2.613518048357384	0.10781847002290806	
AMn	3	0.374	positive	527	3411	1.206024920009121	233	2.1576909409801797	8.0	32.94819119341281	0.0009137335200541976	-2.4994893481316938	0.11662739921519114	
AMn	3	0.376	positive	524	3341	1.151278640377488	238	2.1632747505102	8.0	32.577130605781555	0.0009364568764190454	-2.316595727179318	0.13183463222682337	
AMn	3	0.378	positive	523	3282	1.1656206349993883	240	2.2411041699755243	12.0	10.328942487950519	0.10506404993962803	-2.272767764529142	0.14330803858026298	
AMn	3	0.38	positive	521	3226	1.2340270989337536	242	2.1465201582778013	8.0	26.846052840510254	0.00398836473674359	-3.0331735234770063	0.08501106763066017	
AMn	3	0.382	positive	516	3164	1.1450046585769902	247	2.109217060884564	7.0	31.898665887538666	0.00211244667694228	-3.8123683053000423	0.05398320195261971	
AMn	3	0.384	positive	514	3119	1.186071135310951	247	2.179496281698019	9.0	20.098096392779	0.013215735802599772	-2.5115765256663076	0.11845572479825917	
AMn	3	0.386	positive	510	3049	1.1987000996324035	264	2.1809283214215176	9.0	19.151675613460426	0.01640318541389609	-2.5012987816422463	0.11922452576476401	
AMn	3	0.388	positive	508	2974	1.2380168421955373	266	2.2583880363524407	11.0	13.724774334481292	0.039272936336935155	-1.5243062478400895	0.22868302109022665	
AMn	3	0.39	positive	503	2899	1.1285163949398493	265	2.197440247859891	9.0	19.2745890647857	0.0133481477430563	-2.0196861230652257	0.16037070917415375	
AMn	3	0.392	positive	503	2836	1.124648606073439	270	2.2077194520670895	9.0	19.77576650130288	0.010862592172684553	-1.7143823077551152	0.19687282614556179	
AMn	3	0.394	positive	500	2783	1.1278597778326305	256	2.2237912001187192	9.0	21.21779398586485	0.006712731874217112	-1.3206195998164532	0.25701570892564485	
AMn	3	0.396	positive	495	2728	1.1506627258318576	250	2.142841482522374	7.0	29.299787966327486	0.0020003109148967017	-2.394368380440489	0.1221962920641646	
AMn	3	0.398	positive	492	2678	1.2157386467387687	250	2.137284602322797	7.0	26.86253656094371	0.003759029833182991	-2.6239649101350473	0.10765824815767268	
AMn	3	0.4	positive	490	2618	1.1987778114991117	253	2.1581869193393426	7.0	28.37525711675614	0.0023094632300589826	-2.184030442245002	0.13936747983506856	
AMn	3	0.402	positive	488	2569	1.1662831166986292	252	2.171119885425344	7.0	29.83449594637981	0.0013806860763453316	-1.7100591270678658	0.18973856690125335	
AMn	3	0.404	positive	483	2509	1.158913503304657	250	2.1069316714536432	6.0	32.148853113109624	0.001763827635635727	-3.006579596197409	0.08389062781987616	
AMn	3	0.406	positive	481	2454	1.1338894537066362	247	2.1076808958077526	6.0	30.72141523701002	0.0024451994861556885	-3.001442522516073	0.0845787595161814	
AMn	3	0.40800000000000003	positive	480	2404	1.2230723375795993	248	2.1223093036153338	6.0	31.964836245631503	0.001589788623274728	-2.4841587697103145	0.11618961412519503	
AMn	3	0.41000000000000003	positive	476	2342	1.1049183192723506	253	2.1194197621321065	6.0	30.077887271819876	0.002176005087602212	-2.535956262293932	0.1113641738128576	
AMn	3	0.41200000000000003	positive	476	2305	1.1957426568370155	255	2.0589163814408376	5.0	35.950919159713756	0.0014393203144840434	-4.026075541055858	0.04523406717804228	
AMn	3	0.41400000000000003	positive	475	2257	1.201971189797482	256	2.049467572707835	5.0	32.38516917648181	0.003173601609550376	-4.4472595810588595	0.036203516283507604	
AMn	3	0.41600000000000004	positive	475	2218	1.1810390534604307	257	2.0616302173134704	5.0	34.27440614130828	0.0017818829914448703	-3.7229664603189088	0.053703462047653354	
AMn	3	0.41800000000000004	positive	470	2170	1.2631544769068936	254	2.056538303040495	5.0	31.830675249064164	0.002970898690859228	-3.8206732081227504	0.051170008679838216	
AMn	3	0.42000000000000004	positive	466	2115	1.139570198090456	254	2.0573885346920324	5.0	30.750394678706122	0.003150844153100751	-3.6954934381779863	0.05265082486238616	
AMn	3	0.42200000000000004	positive	461	2073	1.149038130341973	250	2.061025586422505	5.0	29.520820387205937	0.003903102498193958	-3.719881125926741	0.0515019702328918	
AMn	3	0.42400000000000004	positive	459	2013	1.1722897254060851	252	2.156524150403615	6.0	27.87004286215516	0.002091848739285034	-1.3444201544718029	0.24308573394514355	
AMn	3	0.42600000000000005	positive	459	1977	1.193812876082779	252	2.039413333336439	4.0	47.88342988150677	0.0001788732125855383	-3.3001003761866494	0.06517987952367026	
AMn	3	0.42800000000000005	positive	455	1927	1.2176852430614074	251	2.035983403289036	4.0	44.13091677384649	0.00038897264220730227	-3.6163151396060504	0.054221219576952265	
AMn	3	0.43000000000000005	positive	453	1884	1.2105726072559726	251	2.047173850720469	4.0	45.65015881331931	0.00021729888221095302	-2.9785442144222953	0.07624978884120638	
AMn	3	0.43200000000000005	positive	450	1839	1.1038134948882565	254	2.0594379969228265	4.0	46.309228987742806	0.0001446526526766349	-2.6250962731394663	0.09138707838949953	
AMn	3	0.43400000000000005	positive	444	1808	1.1847485659202937	254	2.05482708474989	4.0	43.67769245760769	0.0002548791389211389	-2.8005714815881637	0.08320656484694647	
AMn	3	0.43600000000000005	positive	442	1772	1.1583356564289697	253	2.0581934576928775	4.0	42.79232416663046	0.00028524912056291046	-2.6390734598087766	0.09187945578108005	
AMn	3	0.43800000000000006	positive	438	1722	1.182663240369485	252	2.0542586012262607	4.0	40.20542104445867	0.000443725358591609	-2.602332529757786	0.0959349237218793	
AMn	3	0.44	positive	436	1686	1.2488905052568922	252	2.042168237978625	4.0	35.67676234951715	0.001244266812080955	-3.1260117317994105	0.07359370524945408	
AMn	3	0.442	positive	431	1646	1.1381344273150955	250	2.050829116946139	4.0	35.35430791575839	0.0011098588801941476	-2.9737538497339395	0.07818498671945201	
AMn	3	0.444	positive	428	1604	1.2168706287539652	249	2.0626217005064107	4.0	36.23116073655428	0.0007785866185760288	-2.458853538444322	0.10590315612969947	
AMn	3	0.446	positive	427	1571	1.1560320901780878	241	2.0604274669531373	4.0	34.069172410513445	0.001365613113206302	-2.534063758749152	0.10337603410726684	
AMn	3	0.448	positive	425	1536	1.2369061196153377	244	2.0671048652555557	4.0	33.91878588580981	0.0012838043569134688	-2.300781123011506	0.11936500416751276	
AMn	3	0.45	positive	423	1500	1.1392813335550125	245	2.0702073152436054	4.0	32.454044655579736	0.0016683756708504116	-2.306285819043286	0.11874184315260491	
AMn	3	0.452	positive	421	1481	1.1511476866806818	239	2.075739003104345	4.0	32.893478995230154	0.0012958990918569022	-2.1024315945615184	0.1322346938271128	
AMn	3	0.454	positive	417	1455	1.074129748965235	235	2.0705922310922737	4.0	30.99601316861197	0.002000179420166522	-2.1315662756863833	0.13288517408733594	
AMn	3	0.456	positive	413	1432	1.062188937387924	232	2.0541045840354535	4.0	27.033086682249223	0.005195085303312616	-2.641578304516674	0.10044960575561206	
AMn	3	0.458	positive	408	1400	1.082406698874781	227	2.0601320861187435	4.0	26.58054904282293	0.005812809615730377	-2.4750150981840937	0.1130402143593983	
AMn	3	0.46	positive	404	1365	1.2535245296495992	223	2.0601105132878734	4.0	24.545400266275458	0.008458851024483197	-2.6101590360270657	0.10411216887178067	
AMn	3	0.462	positive	402	1342	1.2652934509002225	227	2.0587852763950067	4.0	23.13664314826145	0.012403415056554668	-2.720843335860841	0.0996541184976877	
AMn	3	0.464	positive	395	1317	1.1045605453735399	224	1.9580744324035173	3.0	31.17772878965328	0.005929533997018032	-5.099967815330838	0.02279046940346457	
AMn	3	0.466	positive	394	1295	1.0853456325350475	224	1.9656973459595726	3.0	32.55749587170472	0.00405789166367816	-4.396411327662635	0.0331123115940751	
AMn	3	0.468	positive	391	1264	1.0880881593264675	225	1.9601513658695273	3.0	29.342909993413315	0.00804184935617866	-4.825761481697287	0.027168171684455757	
AMn	3	0.47000000000000003	positive	387	1237	1.1038905783996669	221	1.96092974113707	3.0	28.677428455745776	0.00858242918554457	-4.659971854813155	0.02995600846604563	
AMn	3	0.47200000000000003	positive	386	1213	1.2671305460004696	226	1.9653721117388494	3.0	29.107726915602655	0.007313100731023806	-4.134179616462297	0.0402186032093689	
AMn	3	0.47400000000000003	positive	383	1180	1.2098997856887153	225	1.97606113652876	3.0	29.64748276454398	0.006305583410196799	-3.6161321940929403	0.05369970370546947	
AMn	3	0.47600000000000003	positive	380	1150	1.1670257866807052	221	1.850287869140021	2.0	48.68989644539728	0.0008722381447259009	-7.18984239130628	0.004644446521872335	
AMn	3	0.47800000000000004	positive	376	1116	1.0556254137448455	215	1.8589155678986855	2.0	49.3844548505904	0.0005685173864729465	-6.282985297709416	0.006636694842146612	
AMn	3	0.48000000000000004	positive	335	996	1.1741595723602873	189	1.8761724619440083	2.0	54.207884504912855	7.137694321174012e-05	-4.031875499850612	0.02051403848130106	
AMn	3	0.48200000000000004	positive	332	969	1.2677968108164066	189	1.8811616754808458	2.0	53.494386891756406	6.716941525601765e-05	-3.646680303431764	0.023873264713017272	
AMn	3	0.48400000000000004	positive	329	951	1.2119918833675203	184	1.8855027201689567	2.0	53.35803722524571	5.728762025200855e-05	-3.436497542419467	0.026357720375892197	
AMn	3	0.48600000000000004	positive	323	931	1.1837095640966508	180	1.8835855272147688	2.0	51.26218029844431	8.652741718236052e-05	-3.4933068511389846	0.026600535549991876	
AMn	3	0.48800000000000004	positive	319	909	1.2911063893587729	178	1.8879843690932283	2.0	50.78058115176328	7.594476554580611e-05	-3.279036202214388	0.028970028671036256	
AMn	3	0.49	positive	317	887	1.1416122727756066	176	1.8829483109153218	2.0	47.54315996592733	0.00013446088114780634	-3.3296222899192394	0.028194707946284623	
AMn	3	0.492	positive	309	863	1.1647628459153705	175	1.8801313627638434	2.0	44.15908298333767	0.00019514598999410468	-3.5407042006057736	0.024941756752555305	
AMn	3	0.494	positive	305	844	1.15539724767629	171	1.8827619268252649	2.0	42.740021377302256	0.00028044210020102624	-3.546527761887176	0.025419782798858963	
AMn	3	0.496	positive	302	830	1.2266552411019898	170	1.8883283475858357	2.0	42.38194454294866	0.0003222825157717469	-3.4253056607412553	0.02721361470310568	
AMn	3	0.498	positive	298	803	1.1803261657355415	195	1.900244036355918	2.0	42.62361736345455	0.00024198681891257067	-3.043304729132328	0.031798527195410216	
AMn	3	0.5	positive	294	786	1.111071750533379	194	1.8748931543361493	2.0	33.762450538839694	0.0022396279317893255	-4.371640943117705	0.01850312645240991	
AMn	3	0.502	positive	288	771	1.2429307115262465	190	1.8621842293973283	2.0	29.459253003272497	0.006113904493076176	-5.042641125919926	0.014027293350021413	
AMn	3	0.504	positive	287	757	1.2064243460459156	190	1.9972049216573295	3.0	16.730528696817153	0.03321386002818805	-2.2339627587820976	0.11534690786852414	
AMn	3	0.506	positive	286	746	1.2909936678056015	191	1.8655678466370307	2.0	28.00486905537968	0.007325720512774943	-4.936829624919341	0.014031343357114243	
AMn	3	0.508	positive	281	727	1.2518908460546565	186	2.0165459439479605	3.0	16.888228835359918	0.03029653995692023	-1.9186444047889517	0.1381579600449881	
AMn	3	0.51	positive	241	649	1.1846801051378468	158	1.8589058395606248	2.0	24.69399718442726	0.00891489687166878	-3.9293467689833896	0.024523711724456422	
AMn	3	0.512	positive	239	632	1.2076488052304089	157	1.855012239678011	2.0	22.80148473755257	0.013524079679058658	-4.0699016571491216	0.02305632619185732	
AMn	3	0.514	positive	235	615	1.1424748320794371	155	1.855650068017233	2.0	21.13247562036934	0.018797706947595548	-4.155703767100539	0.02234741304958682	
AMn	3	0.516	positive	223	592	1.1744341834848437	150	1.8451855840761624	2.0	19.48775465999179	0.0259490597934617	-3.8516516088425696	0.028397732548783926	
AMn	3	0.518	positive	221	580	1.2755980531842293	148	1.8495871294803505	2.0	19.5264891098148	0.024321874240948543	-3.5299850733331715	0.034398885269422155	
AMn	3	0.52	positive	218	569	1.2035647156667149	149	1.8498063783918826	2.0	18.520956081391528	0.0305947109719748	-3.641869582792017	0.03338055372653064	
AMn	3	0.522	positive	216	559	1.0753184123729655	149	1.8489027422293136	2.0	17.281751921480904	0.040555370645173235	-3.664869592594858	0.0338303905407241	
AMn	3	0.524	positive	209	545	1.3122764480879128	146	1.8558091897610032	2.0	18.189218056837646	0.030807800887791014	-3.1833248103811	0.042340087607629376	
AMn	3	0.526	positive	207	539	1.1053151233091212	146	1.8627473977629903	2.0	18.889519822349513	0.024311848503409752	-2.9837795587127913	0.04478435568792714	
AMn	3	0.528	positive	205	527	1.289811641730234	144	1.864498799044474	2.0	17.793046219807895	0.028997817825446377	-3.0201093835501145	0.04287880247211618	
AMn	3	0.53	positive	199	509	1.1776508814407631	134	1.863764058503929	2.0	16.473679063112904	0.0403914172715328	-2.998225664411713	0.046265138292457667	
AMn	3	0.532	positive	196	491	1.2727272727272723	132	1.855395673016572	2.0	13.322761309811296	0.08407809825429495	-3.450614580547872	0.038936157906763226	
AMn	3	0.534	positive	194	475	1.2844275692377807	132	1.8608125288848352	2.0	11.965007212694797	0.11509464470296094	-3.64050777896004	0.03651291620430525	
AMn	3	0.536	positive	190	460	1.0739321583225987	120	1.8677875436835494	2.0	11.597918007825914	0.12283514920501878	-3.4419099740906516	0.04198484964469911	
AMn	3	0.538	positive	189	449	1.3438189688476063	121	1.8512334239762738	2.0	8.322299128211329	0.2536244241983514	-4.042702579711785	0.035215663829212124	
AMn	3	0.54	positive	188	439	1.1770922335095078	121	3.5318882773082767	15.0	0.018888142243948636	0.983856847955708	-0.16142919153097268	0.6779438952386848	
AMn	3	0.542	positive	187	431	1.2563048247550883	121	1.8497453673996556	2.0	6.2694247968138885	0.3785131864243114	-4.389000553123186	0.032370013611939134	
AMn	3	0.544	positive	182	418	1.2355636763407434	119	1.8504689966284942	2.0	4.958017495534542	0.48056181953029686	-4.571145410401562	0.031026590664604007	
AMn	3	0.546	positive	179	407	1.3199135604936856	117	1.852467100153257	2.0	4.300338066622541	0.5287119593492202	-4.507334947585073	0.031330365084958164	
AMn	3	0.548	positive	173	394	1.4934397399653778	116	1.859702326735836	2.0	3.7178308892462852	0.5789867497222938	-4.650338329813982	0.02920091543225315	
AMn	3	0.55	positive	171	386	1.1741710414116746	114	1.868146714860477	2.0	4.402525089456296	0.5100731311633824	-4.33282876373732	0.032908412376549935	
AMn	3	0.552	positive	166	367	1.268812228990288	110	3.285481680871626	11.0	-0.03375508120704529	0.9768410125675461	-0.3057477029995763	0.574480027680881	
AMn	3	0.554	positive	165	357	1.623906108917598	109	1.8640593168040525	2.0	1.4120691263209002	0.8214201481162674	-4.6536221470887265	0.03395065783298886	
AMn	3	0.556	positive	160	349	1.2866788961140903	107	1.8652226914003593	2.0	0.7376766507576122	0.9048589783215247	-4.754501350985603	0.03365712050849908	
AMn	3	0.558	positive	157	339	1.4687561485280847	105	1.6358771423475011	1.0	17.657955057046813	0.06476032806311506	-8.737462441849154	1.048420999745068e-05	
AMn	3	0.56	positive	152	329	1.321959281437126	102	1.8528443100787246	2.0	-2.4850094357932235	0.6645272957456616	-5.7462358457111	0.022410473633222266	
AMn	3	0.562	positive	151	327	1.4299525066624137	102	1.8553707012620322	2.0	-2.4839070614351773	0.6643406542156797	-5.765546020803333	0.022339163345761352	
AMn	3	0.5640000000000001	positive	148	319	1.8085969925835204	101	3.9788819818910053	13.0	0.3341924551512365	0.6498012948549468	-0.01628491533537324	0.8701593440416922	
AMn	3	0.5660000000000001	positive	146	313	1.5166742151355974	100	3.4744954688924605	10.0	0.31509029589209003	0.7887586650474961	-0.13259069316626215	0.7068099438608044	
AMn	3	0.5680000000000001	positive	146	302	1.7533237582442096	101	3.746713927360926	12.0	0.13546906873705367	0.8573134194536167	-0.06960969200072498	0.7630065618534485	
AMn	3	0.5700000000000001	positive	146	295	1.3281993485315395	101	3.4777424301674342	10.0	-0.04848139104795157	0.9604385359917551	-0.23688585207384305	0.6122502531861092	
AMn	3	0.5720000000000001	positive	137	280	1.4881948153967006	95	3.6933114515842265	10.0	0.702597053962418	0.5011114540606378	-0.012930085504718747	0.871951829641044	
AMn	3	0.5740000000000001	positive	134	271	1.6290777108740842	89	3.801287156318358	10.0	0.8198225208772472	0.4036468258867819	-0.002911570978284761	0.9192195074629288	
AMn	3	0.5760000000000001	positive	129	262	1.9123994736449061	84	3.7962027690586138	10.0	0.8419913334300881	0.3524574335521067	-0.0017735440618893428	0.949970078390434	
AMn	3	0.5780000000000001	positive	128	256	1.645505322874352	84	1.6488772497715822	1.0	10.165500494184569	0.22952983663615334	-7.319891733933495	2.5807408147597295e-05	
AMn	3	0.5800000000000001	positive	126	249	1.5402590482880059	73	3.5475368578804116	9.0	0.5924571850948259	0.5457851334799995	-0.0575884850850521	0.7613685539116294	
AMn	3	0.5820000000000001	positive	123	241	1.5080216559876818	71	3.7637876686309246	9.0	1.088728223850254	0.3197124977453326	-0.002417946751333	0.9572801674442171	
AMn	3	0.5840000000000001	positive	122	238	1.3642721396495374	70	3.6896574329385166	9.0	0.8167683746550378	0.42801359009014783	-0.009393200327370232	0.8887517928320074	
AMn	3	0.5860000000000001	positive	120	234	1.8725459400031408	69	3.376730330959651	8.0	0.41062743255848977	0.7259375082619717	-0.16154518721702815	0.661635899219188	
AMn	3	0.5880000000000001	positive	118	229	1.916586274897234	67	3.7122582005803926	9.0	0.8153120120014314	0.42244283897266155	-0.0057879808284913015	0.9086413401995435	
AMn	3	0.5900000000000001	positive	113	220	1.7869480959917317	59	3.3675708115565555	8.0	0.2174819435521982	0.8498761580302383	-0.20429411259151964	0.646534108225375	
AMn	3	0.5920000000000001	positive	112	217	1.5144288277511961	58	3.472928097058516	8.0	0.5521386437385545	0.6333296612650332	-0.07533192308082737	0.7632067038998909	
AMn	3	0.5940000000000001	positive	111	212	1.5186694100704805	58	3.46455619665962	8.0	0.47065544866364384	0.6653961048114148	-0.09070311363874817	0.7366239181401577	
AMn	3	0.5960000000000001	positive	109	208	1.5090216482393384	57	3.692466314157354	9.0	0.4674591869581266	0.5766399845374478	-0.02281604102598256	0.8428834531642333	
AMn	3	0.5980000000000001	positive	106	204	1.1702227593315695	55	3.449285807229282	8.0	0.3305351271290431	0.7449411553551515	-0.11351916850119048	0.7097749217564334	
AMn	3	0.6000000000000001	positive	100	196	1.4874053288967246	51	3.4954863613764537	8.0	0.33791852705665715	0.7254945400269681	-0.08854136236205123	0.7364463635922474	
AMn	3	0.6020000000000001	positive	99	189	1.1769378270266886	50	3.3658407429239823	7.0	0.5376704607136567	0.6481391472873625	-0.08755444780976007	0.7375400482495662	
AMn	3	0.6040000000000001	positive	99	189	1.4300916362308744	50	3.3658407429239823	7.0	0.5376704607136567	0.6481391472873625	-0.08755444780976007	0.7375400482495662	
AMn	3	0.6060000000000001	positive	99	187	1.6710170277017835	50	3.3557092870121044	7.0	0.5823322593480156	0.6214481307578086	-0.0653737187529353	0.7696150564901456	
AMn	3	0.6080000000000001	positive	98	182	1.6798847566831467	50	3.236990361494386	6.0	0.6163685970601251	0.6594618981795841	-0.15558154336428753	0.6639940896611249	
AMn	3	0.6100000000000001	positive	95	177	1.1747927521417572	50	3.3593942937991805	6.0	1.1542481662425623	0.42128169684811534	-0.04198813117904221	0.7929727981670207	
AMn	3	0.6120000000000001	positive	93	170	2.0242470337693947	49	3.3883613053301826	6.0	1.010675790839468	0.4312544952708812	-0.041392346039900385	0.7891194570483128	
AMn	3	0.6140000000000001	positive	92	164	1.521811806661832	47	3.4931789844284236	6.0	1.4458055418735145	0.27636107242338104	-0.006608354681831852	0.941569910670544	
AMn	3	0.6160000000000001	positive	91	160	1.3642385496183207	48	3.4927665437347484	6.0	1.3722552245350204	0.2646633739010531	-0.006974073109351497	0.9377523235136972	
AMn	3	0.618	positive	91	159	2.0731633087832493	48	3.5373833869753355	6.0	1.2915041567683148	0.30175068603621824	-0.006796097629934161	0.9392920960119864	
AMn	3	0.62	positive	89	155	2.1331357531936126	46	3.5953651944735037	6.0	1.3274674102874644	0.26136771935356795	-0.007771895538890572	0.935843651570055	
AMn	3	0.622	positive	87	149	1.1840249977759987	46	3.6355498999840488	6.0	1.3009613316413717	0.2595827141496929	-0.010294446124576861	0.9173192488651426	
AMn	3	0.624	positive	86	144	1.2589517223550701	47	3.7744366146151913	6.0	1.4739352345773487	0.17102076107151032	-2.141260655613101	0.30395902034426947	
AMn	3	0.626	positive	86	142	1.942794482173957	44	3.311893351491728	7.0	0.16277359415731674	0.8224265953540766	-0.04212017779837507	0.8010516477765632	
AMn	3	0.628	positive	85	136	1.9595046669441918	42	3.2071101691316235	7.0	0.02579248193612349	0.9725040846886913	-0.07040211424959186	0.782261449023814	
AMn	3	0.63	positive	83	131	1.8473910445867279	41	1.6867853158398187	1.0	-4.0324192141851265	0.48613963732702226	-7.381321483019805	0.0009071057105897627	
AMn	3	0.632	positive	78	124	2.30106745049505	38	3.385615688786789	7.0	0.15729047633287552	0.798345471000488	-0.023197345605484365	0.8362632166097046	
AMn	3	0.634	positive	77	120	2.2274037498584875	37	3.2896396159350982	5.0	0.4402396338176733	0.6802941229181001	-0.1157027495289531	0.6928411230159179	
AMn	3	0.636	positive	76	117	1.4445847805494156	39	3.322598325967615	5.0	0.12844252914174414	0.8899316897625256	-0.19180363973895365	0.6073796580783544	
AMn	3	0.638	positive	74	113	2.361761032472939	39	2.5676117235334357	3.0	-1.0665908559432093	0.6102144088582756	-1.3854561431724628	0.2904103596403056	
AMn	3	0.64	positive	74	111	1.7711244178310048	39	3.3698771945431614	5.0	0.06078794751470884	0.9432491208859751	-0.19695016182851754	0.6084218617215009	
AMn	3	0.642	positive	74	108	1.8869704004643066	39	2.635161026404914	3.0	-0.8387374119906017	0.6717116554670162	-1.1694987728989577	0.3170599729808321	
AMn	3	0.644	positive	72	104	1.7367092367092367	38	3.998159322459195	6.0	0.2379246591586246	0.6607296273343595	-0.022076594895774626	0.8114842636365942	
AMn	3	0.646	positive	70	101	1.7149182336895648	38	2.7032104925142377	3.0	-0.17268512227347022	0.9259598313560203	-0.6619913449299124	0.398440561373825	
AMn	3	0.648	positive	67	97	2.035732387227572	36	2.6595683188767336	3.0	-0.5237572913102606	0.766093842170982	-0.846857149711326	0.3623484208090203	
AMn	3	0.65	positive	66	95	1.714523685580427	35	2.7049807250968065	3.0	-0.457840813722024	0.7976019925494372	-0.849094946094539	0.3809295453937195	
AMn	3	0.652	positive	65	90	1.4537070524412294	34	2.6416953064321236	3.0	-1.6158544719584462	0.2757430148050871	-1.5826505561709063	0.24738753244572687	
AMn	3	0.654	positive	64	88	1.3006091591428262	33	3.5868846460092083	5.0	-0.14453678233912282	0.8055369248366829	-0.20116239100160138	0.5827904247816009	
AMn	3	0.656	positive	63	86	2.1143432986227744	39	3.5868846460092083	5.0	-0.14453678233912282	0.8055369248366829	-0.20116239100160138	0.5827904247816009	
